inter_id,user_id,book_id,借阅时间,还书时间,续借时间,续借次数,题名,作者,出版社,二级分类,性别,年级,类型,借阅月份,是否学期内,交互权重,DEPT,dept_book_preference,dept_cat1_preference
36767,219,23135,2020-09-23 17:23:08,2020-10-23 17:23:08,,0,狂人日记:鲁迅小说全集,鲁迅著,中国言实出版社,鲁迅著作及研究,M,19,本科,9,1,1.0,土木工程学院,0.0999999999,0.2919093851126388
8982,580,5103,2021-12-10 16:16:44,2022-01-09 16:16:44,2021-12-25 16:16:44,1,论智力:智力发展的生物生态学理论,著者S.J.塞西,华东师范大学出版社,个性心理学、人格心理学,M,21,本科,12,1,1.2,电子科学与工程学院,0.9999999900000002,0.05307855626308182
89589,820,50316,2021-04-11 11:48:51,2021-05-11 11:48:51,,0,通信与电子信息工程专业导论,刘帅奇 ... [等] 编著,清华大学出版社,通信,M,19,硕士,4,1,1.0,信息科学与工程学院,0.999999995,0.2571626617369289
68464,966,38805,2021-08-14 22:17:52,2021-09-13 22:17:52,,0,探寻玛雅文明,(美) 林恩·V. 福斯特著,商务印书馆,墨西哥,F,20,硕士,8,0,1.0,艺术学院,0.9999999900000002,0.09546500164295849
24017,994,16396,2022-11-20 17:10:00,2022-12-20 17:10:00,,0,"结构性金融产品的设计与评估:理论 方法 模式:theory, method and model","彭红枫, 王芳, 刘铭著",武汉大学出版社,金融、银行理论,M,21,硕士,11,1,1.0,经济管理学院,0.9999999975,0.23550387596862712
68665,93,38941,2022-01-02 19:52:53,2022-02-01 19:52:53,,0,"季羡林:清华其神, 北大其魂",卞毓方著,广东高等教育出版社,人物传记：按学科分,F,18,本科,1,1,1.0,人文学院,0.9999999900000002,0.05753065473890836
32041,38,19971,2022-03-28 15:52:39,2022-04-27 15:52:39,,0,实用汉英翻译教程,叶红卫主编,国防工业出版社,写作、修辞,F,18,本科,3,1,1.0,数学学院,0.999999995,0.027680730986219617
94002,22,52744,2020-09-14 19:52:34,2020-10-14 19:52:34,2020-09-29 19:52:34,1,数据结构与算法分析:C++语言版,"张琨, 张宏, 朱保平编著",人民邮电出版社,程序设计、软件工程,M,18,本科,9,1,1.2,电子科学与工程学院,0.9999999900000002,0.31316348195218274
83984,1370,13,2022-03-22 21:48:34,2022-04-21 21:48:34,2022-04-06 21:48:34,1,共产党宣言,"马克思, 恩格斯",人民出版社,革命风暴的高涨与低落时期(1848-1863年),F,22,博士,3,1,1.2,电气工程学院,0.034090909087035125,0.007179896290358277
77965,812,43678,2020-09-09 19:40:31,2020-10-09 19:40:31,,0,数学建模竞赛优秀论文选评,李海燕主编,科学出版社,运筹学,M,19,硕士,9,1,1.0,能源与环境学院,0.3333333322222222,0.10083837913344006
18699,358,10913,2021-01-07 18:31:52,2021-02-06 18:31:52,,0,走向权利的时代:中国公民权利发展研究:a research on the development of civil rights in China.再版,夏勇主编,社会科学文献出版社,选举法,F,20,本科,1,1,1.0,法学院,0.9999999900000002,0.5291728212693332
48459,836,29073,2021-04-21 20:05:47,2021-05-21 20:05:47,,0,无限近似于透明的蓝,(日) 村上龙著,上海译文出版社, 日本,M,19,硕士,4,1,1.0,计算机科学与工程学院,0.4999999975,0.4067046173282309
73754,1397,41991,2023-10-11 12:43:42,2023-11-10 12:43:42,2023-10-26 12:43:42,1,马同学图解线性代数,马同学 (@马同学图解数学) 著,电子工业出版社,代数方程论、线性代数,M,23,博士,10,1,1.2,土木工程学院,0.3333333322222222,0.14563106796085085
38946,858,24327,2020-12-16 20:04:02,2021-01-15 20:04:02,2021-01-05 20:04:02,2,清史通俗演义.第2版,蔡东藩著,三秦出版社,现代作品（1919~1949年）,M,19,硕士,12,1,1.4,法学院,0.999999995,0.19608567208235583
84897,826,44139,2020-10-20 20:51:24,2020-11-19 20:51:24,,0,有限单元法:编程与软件应用:programming and application,"崔济东, 沈雪龙编著",中国建筑工业出版社,数值分析,M,19,硕士,10,1,1.0,土木工程学院,0.999999995,0.14563106796085085
88171,1106,57600,2024-06-06 19:02:21,2024-07-06 19:02:21,2024-06-26 19:02:21,2,饮用水消毒副产物与健康,主编鲁文清,湖北科学技术出版社,给水工程（上水道工程）,M,22,硕士,6,1,1.4,化学化工学院,0.12499999984374999,0.17801047120285707
77615,152,43501,2021-03-22 16:22:40,2021-04-21 16:22:40,2021-04-06 16:22:40,1,R语言核心技术手册,(美) Joseph Adler著,电子工业出版社,数理统计,M,19,本科,3,1,1.2,经济管理学院,0.9999999900000002,0.05658914728673397
65593,959,24521,2022-05-22 09:21:54,2022-06-21 09:21:54,2022-06-11 09:21:54,2,射雕英雄传.第2版,金庸,广州出版社,当代作品（1949年~）,F,20,硕士,5,1,1.4,艺术学院,0.04347826085066162,0.1912586263552559
60682,1224,33716,2024-12-12 15:03:24,2025-01-11 15:03:24,,0,视觉技术与日常生活审美化,祁林著,生活·读书·新知三联书店,造型艺术理论,F,23,硕士,12,1,1.0,艺术学院,0.999999995,0.3820243181065034
67623,287,24410,2020-11-06 18:34:13,2020-12-06 18:34:13,2020-11-21 18:34:13,1,三体:典藏版,刘慈欣著,重庆出版社,当代作品（1949年~）,M,20,本科,11,1,1.2,土木工程学院,0.08064516128381895,0.2919093851126388
5270,276,2935,2021-10-19 21:53:34,2021-11-18 21:53:34,2021-11-03 21:53:34,1,福柯.修订译本,(法) 吉尔·德勒兹著,上海人民出版社,法国哲学,M,19,本科,10,1,1.2,能源与环境学院,0.4999999975,0.06101537028397528
78566,808,43993,2021-03-14 16:17:13,2021-04-13 16:17:13,,0,ANSYS 16.1结构分析工程应用实例解析.第4版,张朝晖主编,机械工业出版社,数值分析,M,19,硕士,3,1,1.0,机械工程学院,0.4999999975,0.15451977401086295
13899,439,7943,2024-04-01 17:59:45,2024-05-01 17:59:45,,0,西方自由主义的兴衰,(英) 安东尼·阿巴拉斯特著,吉林人民出版社,世界政治思想史,F,21,本科,4,1,1.0,人文学院,0.9999999900000002,0.08382817922411982
72230,296,41362,2020-10-21 21:05:47,2020-11-20 21:05:47,2020-11-10 21:05:47,2,高等数学学习训练题精选,"陈春宝, 沈家骅编著",同济大学出版社,高等数学,M,20,本科,10,1,1.4,经济管理学院,0.9999999900000002,0.05658914728673397
80864,805,45032,2020-01-16 16:40:49,2020-02-15 16:40:49,,0,数学物理方法,吴崇试编著,北京大学出版社,物理学的数学方法,M,19,硕士,1,1,1.0,机械工程学院,0.9999999900000002,0.15451977401086295
2411,109,1372,2021-01-04 21:27:34,2021-02-03 21:27:34,,0,《齐物论》及其影响,陈少明著,商务印书馆,道家,M,18,本科,1,1,1.0,人文学院,0.999999995,0.2005089843447208
65534,395,36940,2021-03-01 17:14:42,2021-03-31 17:14:42,,0,世界电影史,"(美) 大卫·波德维尔, 克里斯汀·汤普森著",北京大学出版社,电影、电视艺术史,F,20,本科,3,1,1.0,人文学院,0.9999999900000002,0.02768566360759799
63663,504,35593,2023-10-18 21:48:13,2023-11-17 21:48:13,,0,散步去,(日) 谷口治郎编绘,北京联合出版公司,各种画：按用途分,F,21,本科,10,1,1.0,人文学院,0.9999999900000002,0.02768566360759799
16566,346,9696,2021-10-30 14:43:44,2021-11-29 14:43:44,2021-11-19 14:43:44,2,法权感的产生,(德) 鲁道夫·冯·耶林著,商务印书馆,法的理论,F,20,本科,10,1,1.4,法学院,0.9999999900000002,0.5291728212693332
24702,244,14658,2021-08-02 15:43:57,2021-09-01 15:43:57,2021-08-22 15:43:57,2,审计学,主编唐华,科学出版社,审计,F,19,本科,8,0,1.4,经济管理学院,0.4999999975,0.23550387596862712
101258,902,57342,2022-11-24 13:43:34,2022-12-24 13:43:34,2022-12-09 13:43:34,1,BIM全过程造价管理,主编张燕斌,华中科技大学出版社,施工计划管理,M,20,硕士,11,1,1.2,土木工程学院,0.9999999900000002,0.24768069039860263
33229,1094,20609,2023-02-18 13:38:34,2023-03-20 13:38:34,2023-03-05 13:38:34,1,文学理论入门,(美) 乔纳森·卡勒著,译林出版社,语文教学,F,22,硕士,2,1,1.2,外国语学院,0.9999999900000002,0.14417744916754077
59610,570,33120,2024-10-04 21:20:45,2024-11-03 21:20:45,2024-10-24 21:20:45,2,苦妓回忆录.第2版,加西亚·马尔克斯著,南海出版公司, 南美洲,F,21,本科,10,1,1.4,能源与环境学院,0.9999999900000002,0.4103400093143681
78491,54,43875,2020-11-06 16:20:57,2020-12-06 16:20:57,2020-11-26 16:20:57,2,数值分析.第2版,"孙志忠,袁慰平，闻震初编著",东南大学出版社,数值分析,M,18,本科,11,1,1.4,机械工程学院,0.3333333322222222,0.15451977401086295
88265,1235,30617,2024-11-09 20:34:24,2024-12-09 20:34:24,,0,面纱,(英) 毛姆著,人民文学出版社, 英国,M,24,硕士,11,1,1.0,信息科学与工程学院,0.07446808509846085,0.35027726432451417
77840,1270,43521,2021-08-16 16:43:45,2021-09-15 16:43:45,,0,离散动态贝叶斯网络推理及其应用,高晓光 ... [等] 著,国防工业出版社,数理统计,M,18,博士,8,0,1.0,机械工程学院,0.49999999937499995,0.15451977401086295
22416,1045,13336,2022-10-17 16:41:54,2022-11-16 16:41:54,2022-11-01 16:41:54,1,水声通信理论与应用,"张歆, 张小蓟编著",西北工业大学出版社,军事通信,M,22,硕士,10,1,1.2,信息科学与工程学院,0.6666666644444444,0.0034658040665354302
20896,934,12301,2023-02-20 17:07:27,2023-03-22 17:07:27,,0,共犯界限论,刘斯凡著,中国人民公安大学出版社,刑法,M,20,硕士,2,1,1.0,法学院,0.9999999900000002,0.5291728212693332
83342,769,52879,2020-12-09 19:40:50,2021-01-08 19:40:50,2020-12-24 19:40:50,1,大话数据结构,程杰著,清华大学出版社,程序设计、软件工程,M,18,硕士,12,1,1.2,电子科学与工程学院,0.16666666638888888,0.31316348195218274
5660,490,2409,2024-03-26 21:49:22,2024-04-25 21:49:22,,0,"伽达默尔著作集.第1卷,诠释学.I,真理与方法,哲学诠释学的基本特征",洪汉鼎译,商务印书馆,德国哲学,M,21,本科,3,1,1.0,人文学院,0.999999995,0.2005089843447208
90703,580,50948,2022-04-25 21:50:40,2022-05-25 21:50:40,,0,LTE系统原理及应用,易睿得主编,电子工业出版社,光波通信、激光通信,M,21,本科,4,1,1.0,电子科学与工程学院,0.9999999900000002,0.31316348195218274
36697,87,23132,2021-12-18 16:21:19,2022-01-17 16:21:19,,0,故事新编,鲁迅著,江西教育出版社,鲁迅著作及研究,F,18,本科,12,1,1.0,人文学院,0.30769230745562126,0.39006709339061457
101242,31,23903,2022-04-07 20:21:01,2022-05-07 20:21:01,2022-04-22 20:21:01,1,曹禺精选集,曹禺著,北京燕山出版社,话剧,F,18,本科,4,1,1.2,人文学院,0.7999999984,0.39006709339061457
61180,886,34527,2021-07-03 18:31:26,2021-08-02 18:31:26,,0,道德镜鉴:中国叙述性图画与儒家意识形态,(美) 孟久丽著,生活·读书·新知三联书店,绘画艺术史,F,19,硕士,7,1,1.0,艺术学院,0.9999999966666667,0.3820243181065034
11077,415,30718,2023-03-07 16:00:20,2023-04-06 16:00:20,,0,苔丝,(英) 哈代著,上海译文出版社, 英国,F,20,本科,3,1,1.0,经济管理学院,0.14285714278911565,0.3134883720925372
70805,488,40389,2024-03-10 16:31:10,2024-04-09 16:31:10,2024-03-25 16:31:10,1,中国婚姻史,汪玢玲著,武汉大学出版社,中国风俗习惯,F,21,本科,3,1,1.2,人文学院,0.9999999900000002,0.05753065473890836
1168,666,681,2022-10-27 20:54:41,2022-11-26 20:54:41,2022-11-16 20:54:41,2,法兰克福学派:历史、理论及政治影响,(德) 罗尔夫·魏格豪斯著,上海人民出版社,其他哲学流派,M,22,本科,10,1,1.4,经济管理学院,0.4999999975,0.05674418604642365
63266,462,35303,2022-06-30 08:42:57,2022-07-30 08:42:57,,0,"刺客信条,王朝.卷一",许先哲作,中信出版社,各种画：按用途分,M,21,本科,6,1,1.0,经济管理学院,0.3333333322222222,0.01968992248058963
77136,656,43293,2023-11-22 16:12:49,2023-12-22 16:12:49,2023-12-07 16:12:49,1,概率统计与随机过程习题解集.第2版,"邢家省, 刘明菊, 马健编著",机械工业出版社,概率论、数理统计,M,22,本科,11,1,1.2,计算机科学与工程学院,0.4999999975,0.09108159392731764
15239,1331,8727,2022-02-19 16:41:29,2022-03-21 16:41:29,,0,政府信息公开主要问题研究,杨伟东著,法律出版社,国家机关工作与人事管理,F,20,博士,2,1,1.0,法学院,0.9999999975,0.5291728212693332
95567,1324,53603,2024-03-02 17:30:16,2024-04-01 17:30:16,,0,设计模式:可复用面向对象软件的基础:典藏版:elements of reusable object-oriented software,(美) 埃里克·伽玛 ... [等] 著,机械工业出版社,程序语言、算法语言,M,20,博士,3,1,1.0,土木工程学院,0.249999999375,0.24768069039860263
57434,287,32187,2023-03-07 21:46:00,2023-04-06 21:46:00,2023-03-27 21:46:00,2,心是孤独的猎手,(美) 卡森·麦卡勒斯著,上海三联书店, 北美洲,M,20,本科,3,1,1.4,土木工程学院,0.1111111109876543,0.2919093851126388
45526,282,27209,2021-12-14 16:22:17,2022-01-13 16:22:17,,0,我的阿勒泰,李娟著,长江文艺出版社,当代作品（1949年~）,F,19,本科,12,1,1.0,经济管理学院,0.059999999988,0.3134883720925372
18857,1299,27209,2020-01-14 11:14:33,2020-02-13 11:14:33,2020-01-29 11:14:33,1,我的阿勒泰,李娟著,长江文艺出版社,当代作品（1949年~）,M,19,博士,1,1,1.2,法学院,0.079999999984,0.19608567208235583
34968,42,21974,2021-11-24 08:30:15,2021-12-24 08:30:15,,0,明清叙事文学插图的图像学研究,颜彦著,浙江古籍出版社,文学评论和研究,F,18,本科,11,1,1.0,人文学院,0.9999999900000002,0.39006709339061457
3896,944,30020,2020-11-04 16:19:04,2020-12-04 16:19:04,,0,不能承受的生命之轻,米兰·昆德拉,上海译文出版社, 东欧、中欧,F,20,硕士,11,1,1.0,人文学院,0.11538461536982249,0.39006709339061457
29176,1114,17831,2024-03-06 11:54:23,2024-04-05 11:54:23,2024-03-26 11:54:23,2,自然的政治:如何把科学带入民主,(法) 布鲁诺·拉图尔著,河南大学出版社,科学研究理论,F,22,硕士,3,1,1.4,人文学院,0.9999999900000002,0.026066167964813706
16037,243,9356,2022-04-14 21:49:18,2022-05-14 21:49:18,,0,"美国研究报告.2021,新冠疫情下的美国变局.2021",倪峰主编,社会科学文献出版社·当代世界出版分社, 美洲政治,M,19,本科,4,1,1.0,能源与环境学院,0.9999999900000002,0.019329296693015068
37739,365,23773,2024-04-19 13:09:27,2024-05-19 13:09:27,,0,梁诗二百首,刘梁波著,中国文史出版社,当代作品（1949年~）,F,20,本科,4,1,1.0,人文学院,0.9999999900000002,0.39006709339061457
97871,352,24520,2021-10-12 18:13:41,2021-11-11 18:13:41,2021-10-27 18:13:41,1,平凡的世界,路遥著,陕西旅游出版社,当代作品（1949年~）,M,20,本科,10,1,1.2,自动化学院,0.06493506492663181,0.2270396270385686
34417,802,21610,2020-10-21 12:17:50,2020-11-20 12:17:50,2020-11-10 12:17:50,2,小说与电影中的叙事,(挪威) 雅各布·卢特著,北京大学出版社,戏剧文学,F,18,硕士,10,1,1.4,艺术学院,0.6666666644444444,0.1912586263552559
6500,1302,45221,2022-04-29 19:07:04,2022-05-29 19:07:04,,0,现代量子力学,"(美) 樱井纯, (美) J. 拿波里塔诺著",世界图书出版公司北京公司,量子论,M,19,博士,4,1,1.0,人文学院,0.3333333322222222,0.013110202822539437
63473,966,35462,2022-05-12 14:40:47,2022-06-11 14:40:47,,0,伯里曼人体结构绘画教学:彩色版,(美) 乔治·伯里曼著,广西美术出版社,素描、速写,F,20,硕士,5,1,1.0,艺术学院,0.5999999988,0.3820243181065034
88244,39,31624,2021-01-07 15:18:00,2021-02-06 15:18:00,,0,鼠疫,(法) 加缪著,中国宇航出版社, 法国,F,18,本科,1,1,1.0,信息科学与工程学院,0.09523809522902495,0.35027726432451417
39003,20,28425,2021-06-08 10:48:43,2021-07-08 10:48:43,,0,金阁寺,三岛由纪夫,上海译文出版社, 日本,F,18,本科,6,1,1.0,人文学院,0.21296296294324418,0.39006709339061457
21848,1007,12941,2022-05-19 15:34:12,2022-06-18 15:34:12,,0,知识产权法的经济结构.第2版,"(美) 威廉·M. 兰德斯, (美) 理查德·A. 波斯纳著",北京大学出版社, 美洲法律,F,21,硕士,5,1,1.0,法学院,0.9999999900000002,0.5291728212693332
10628,988,6102,2022-05-05 10:06:14,2022-06-04 10:06:14,,0,都会摩登:月份牌1910s—1930s,吴昊 ... [等] 汇编,三聯書店,社会学,F,21,硕士,5,1,1.0,物理学院,0.9999999900000002,0.02701242571568335
73680,636,53770,2022-12-10 18:47:57,2023-01-09 18:47:57,2022-12-30 18:47:57,2,C++ Primer Plus中文版,(美) Stephen Prata著,人民邮电出版社,程序语言、算法语言,M,22,本科,12,1,1.4,计算机科学与工程学院,0.09090909082644627,0.24098671726602794
70389,790,40117,2021-01-07 13:46:39,2021-02-06 13:46:39,,0,国之大事:中国古代战车战马,郭物著,四川人民出版社,各种用品器物,F,18,硕士,1,1,1.0,艺术学院,0.9999999900000002,0.09546500164295849
71292,1096,40752,2024-04-01 20:13:08,2024-05-01 20:13:08,,0,如何成为不完美主义者,(美) 斯蒂芬·盖斯著,江西人民出版社,中国,M,22,硕士,4,1,1.0,外国语学院,0.4999999975,0.0
50166,873,29552,2021-05-28 17:05:31,2021-06-27 17:05:31,,0,心中海岸,(日) 赤川次郎著,人民文学出版社, 日本,M,19,硕士,5,1,1.0,人文学院,0.9999999900000002,0.39006709339061457
52730,347,30469,2023-11-08 14:12:59,2023-12-08 14:12:59,2023-11-23 14:12:59,1,新名字的故事,(意大利) 埃莱娜·费兰特著,人民文学出版社, 南欧（东南欧、西南欧）,F,20,本科,11,1,1.2,人文学院,0.14285714281632653,0.39006709339061457
69473,877,39494,2021-03-26 13:13:41,2021-04-25 13:13:41,,0,瞿秋白与中共党史.增订本,季甄馥著,上海社会科学院出版社,社会政治人物,F,19,硕士,3,1,1.0,人文学院,0.9999999900000002,0.05753065473890836
63057,519,35174,2022-02-18 13:55:27,2022-03-20 13:55:27,,0,中国传世名画全集,主编钱锋,文化艺术出版社,作品综合集,F,21,本科,2,1,1.0,人文学院,0.9999999900000002,0.02768566360759799
37573,619,23518,2023-10-18 21:22:09,2023-11-17 21:22:09,,0,詩經注析,"程俊英, 蔣見元著",中华书局,古代至近代作品（~1919年）,F,22,本科,10,1,1.0,人文学院,0.5384615380473372,0.39006709339061457
730,548,3938,2023-06-05 17:27:51,2023-07-05 17:27:51,,0,美学或艺术和语言哲学,(意) 贝内代托·克罗奇著,人民文学出版社,美学,M,21,本科,6,1,1.0,人文学院,0.999999995,0.2005089843447208
2771,955,1633,2022-07-03 19:54:22,2022-08-02 19:54:22,,0,吕氏春秋,(汉) 高诱注,上海古籍出版社,杂家,F,20,硕士,7,1,1.0,艺术学院,0.9999999900000002,0.09579362471229741
15738,1013,9161,2022-04-11 19:30:12,2022-05-11 19:30:12,2022-04-26 19:30:12,1,中国的城市生活,李孝悌编,北京大学出版社,清、清以前政治,F,21,硕士,4,1,1.2,人文学院,0.9999999900000002,0.08382817922411982
6591,116,3676,2022-02-22 12:33:20,2022-03-24 12:33:20,,0,少即是多:北欧自由生活意见,(日) 本田直之著,重庆出版社,人生观、人生哲学,M,18,本科,2,1,1.0,数学学院,0.9999999900000002,0.03117441547962598
82565,1099,7360,2023-02-24 09:14:36,2023-03-26 09:14:36,,0,少做一点不会死,(美) 里奥·巴伯塔著,北京联合出版公司,管理计划和控制,F,22,硕士,2,1,1.0,化学化工学院,0.999999995,0.01869857890786314
80797,554,45037,2023-03-07 19:31:15,2023-04-06 19:31:15,,0,数学物理方法.第2版,周明儒编著,高等教育出版社,物理学的数学方法,F,21,本科,3,1,1.0,电子科学与工程学院,0.4999999975,0.15534324132995278
38945,858,24327,2020-09-04 13:47:24,2020-10-04 13:47:24,2020-09-24 13:47:24,2,清史通俗演义.第2版,蔡东藩著,三秦出版社,现代作品（1919~1949年）,M,19,硕士,9,1,1.4,法学院,0.999999995,0.19608567208235583
81217,423,45265,2021-10-11 19:25:15,2021-11-10 19:25:15,2021-10-31 19:25:15,2,热力学·统计物理 (第五版) 学习辅导书,汪志诚,高等教育出版社,热力学与统计物理学,M,20,本科,10,1,1.4,物理学院,0.999999995,0.4408427876799523
75095,1362,42352,2022-10-21 10:59:20,2022-11-20 10:59:20,2022-11-05 10:59:20,1,数学分析.第3版,"陈纪修, 於崇华, 金路",高等教育出版社,数学分析,F,22,博士,10,1,1.2,数学学院,0.359999999856,0.4724536414929523
37675,305,23713,2021-05-10 21:25:00,2021-06-09 21:25:00,2021-05-25 21:25:00,1,"别拧我,疼:徐志摩的诗",徐志摩著译,百花文艺出版社,现代作品（1919~1949年）,M,20,本科,5,1,1.2,电子科学与工程学院,0.9999999900000002,0.2990092002820276
99428,774,56063,2020-12-22 21:17:05,2021-01-21 21:17:05,2021-01-06 21:17:05,1,LATEX入门,刘海洋编著,电子工业出版社,印刷工业,M,18,硕士,12,1,1.2,经济管理学院,0.18181818165289254,0.09751937984481004
57243,87,32207,2020-09-02 16:34:44,2020-10-02 16:34:44,2020-09-17 16:34:44,1,闪灵,(美) 斯蒂芬·金著,上海译文出版社, 北美洲,F,18,本科,9,1,1.2,人文学院,0.249999999375,0.39006709339061457
217,372,64,2024-04-18 21:53:57,2024-05-18 21:53:57,,0,列宁论中国,中共中央马克思恩格斯列宁斯大林著作编译局编译,人民出版社,专题汇编,M,20,本科,4,1,1.0,信息科学与工程学院,0.9999999900000002,0.008780036968556424
50697,144,29783,2021-07-26 19:55:30,2021-08-25 19:55:30,,0,金蔷薇,(苏) 康·帕乌斯托夫斯基著,上海文化出版社, 东欧、中欧,M,19,本科,7,1,1.0,机械工程学院,0.3333333322222222,0.2824858757054167
72113,228,41279,2021-01-13 14:19:06,2021-02-12 14:19:06,,0,数学史,(美) 卡尔·B. 博耶著,中央编译出版社,古典数学,M,19,本科,1,1,1.0,物理学院,0.9999999900000002,0.4408427876799523
87660,365,49272,2024-04-12 21:05:47,2024-05-12 21:05:47,,0,继电保护故障信息可视化分析与挖掘技术,廖小君编著,黄河水利出版社,电力系统继电保护,F,20,本科,4,1,1.0,人文学院,0.9999999900000002,0.025140741883222687
37432,190,23529,2022-04-09 19:01:15,2022-05-09 19:01:15,,0,唐诗三百首,(清) 蘅塘退士编选,中华书局,古代至近代作品（~1919年）,M,19,本科,4,1,1.0,电子科学与工程学院,0.4999999975,0.2990092002820276
32690,365,20458,2024-05-28 14:47:12,2024-06-27 14:47:12,,0,生命中流过的静谧,思潮英语工作室编著,天津大学出版社,语文教学,F,20,本科,5,1,1.0,人文学院,0.9999999900000002,0.03909925194722056
35000,310,21999,2021-04-12 17:34:43,2021-05-12 17:34:43,2021-05-02 17:34:43,2,国族记忆:1937年南京陷落的文学书写,胡春毅著,南京大学出版社,文学评论和研究,M,20,本科,4,1,1.4,人文学院,0.9999999900000002,0.39006709339061457
37595,1111,47965,2023-09-30 13:48:29,2023-10-30 13:48:29,2023-10-15 13:48:29,1,高强度钢浪花飞溅区点蚀行为与机理,"黄彦良, 余秀明编著",科学出版社,各种类型的金属腐蚀,F,22,硕士,9,1,1.2,法学院,0.9999999900000002,0.03674298375177854
39296,134,9337,2020-09-30 18:35:59,2020-10-30 18:35:59,,0,谁统治:一个美国城市的民主和权力,(美) 罗伯特·A.达尔著,江苏人民出版社, 美洲政治,F,18,本科,9,1,1.0,人文学院,0.9999999985714286,0.08382817922411982
84567,456,53251,2024-05-04 18:33:28,2024-06-03 18:33:28,2024-05-19 18:33:28,1,数据库原理,"郭盈发, 张红娟编著",西安电子科技大学出版社,程序设计、软件工程,F,21,本科,5,1,1.2,艺术学院,0.9999999900000002,0.08297732500807924
54458,422,30874,2023-09-20 11:38:44,2023-10-20 11:38:44,,0,3001: 太空漫游,(英) 阿瑟·克拉克著,上海文艺出版社, 英国,M,20,本科,9,1,1.0,经济管理学院,0.3333333322222222,0.3134883720925372
49738,1389,28811,2023-10-25 10:59:22,2023-11-24 10:59:22,2023-11-09 10:59:22,1,狱门岛,(日) 横沟正史著,南海出版公司, 日本,F,23,博士,10,1,1.2,机械工程学院,0.1999999996,0.2824858757054167
90414,127,50767,2021-05-16 12:25:35,2021-06-15 12:25:35,,0,基于Verilog HDL的通信系统设计,陈曦... [等] 编著,中国水利水电出版社,通信系统（传输系统）,F,18,本科,5,1,1.0,信息科学与工程学院,0.9999999900000002,0.2571626617369289
81164,1350,45199,2023-03-06 11:16:18,2023-04-05 11:16:18,,0,上帝掷骰子吗?:量子物理史话:= History of quantum physics,曹天元著,北京联合出版公司,量子论,M,22,博士,3,1,1.0,机械工程学院,0.1999999996,0.15451977401086295
59714,877,21654,2022-04-07 20:15:08,2022-05-07 20:15:08,,0,故事与话语:小说和电影的叙事结构:narrative structure in fiction and film,(美) 西摩·查特曼著,中国人民大学出版社,小说,F,19,硕士,4,1,1.0,人文学院,0.571428570612245,0.39006709339061457
46278,1004,27110,2023-12-19 17:53:59,2024-01-18 17:53:59,,0,一个人也要好好吃饭,崔文僮著/摄,译林出版社,当代作品（1949年~）,F,21,硕士,12,1,1.0,化学化工学院,0.4999999975,0.3388182498104801
68907,453,30617,2024-12-13 20:11:22,2025-01-12 20:11:22,,0,面纱,(英) 毛姆著,人民文学出版社, 英国,F,21,本科,12,1,1.0,人文学院,0.10638297871208692,0.39006709339061457
38352,608,24113,2023-09-20 18:46:03,2023-10-20 18:46:03,2023-10-05 18:46:03,1,花笺记,佚名氏著,线装书局,古代至近代作品（~1919年）,M,22,本科,9,1,1.2,人文学院,0.9999999900000002,0.39006709339061457
34354,1226,21556,2024-03-04 12:16:22,2024-04-03 12:16:22,,0,叙述学:叙事理论导论:introduction to the thoery of narrative,(荷) 米克·巴尔著,北京师范大学出版社,文学语言,F,23,硕士,3,1,1.0,艺术学院,0.4999999975,0.1912586263552559
70512,345,40219,2021-12-27 15:45:39,2022-01-26 15:45:39,,0,南京栖霞山石窟艺术与敦煌学,黄征主编,中国美术学院出版社,美术考古,F,20,本科,12,1,1.0,艺术学院,0.9999999900000002,0.09546500164295849
97504,817,54742,2020-12-22 11:55:46,2021-01-21 11:55:46,2021-01-06 11:55:46,1,FPGA现代数字系统设计教程:基于Xilinx可编程逻辑器件与Vivado平台:based on Xilinx programmable logic...,孟宪元编著,清华大学出版社,运算器和控制器(CPU),M,19,硕士,12,1,1.2,信息科学与工程学院,0.24999999968749997,0.2571626617369289
57745,225,32511,2021-08-08 15:51:02,2021-09-07 15:51:02,,0,十二怒汉,(美) 雷金纳德·罗斯著,译林出版社, 北美洲,M,19,本科,8,0,1.0,土木工程学院,0.249999999375,0.2919093851126388
67734,1249,38281,2024-11-29 14:39:25,2024-12-29 14:39:25,,0,习近平在纪念中国人民抗日战争暨世界反法西斯战争胜利70周年系列活动上的讲话,"习近平,",人民出版社,日本帝国主义入侵及全国抗日民主运动,M,24,硕士,11,1,1.0,化学化工学院,0.9999999900000002,0.05534779356727489
35813,420,29756,2021-03-07 14:34:25,2021-04-06 14:34:25,,0,罪与罚,(俄) 陀思妥耶夫斯基著,外文出版社, 东欧、中欧,M,20,本科,3,1,1.0,外国语学院,0.03846153845784024,0.4662661737501559
68590,365,38875,2024-04-19 13:09:50,2024-05-19 13:09:50,,0,"典籍里的中国,帝王将相",有书编著,天地出版社,人物总传：按时代分,F,20,本科,4,1,1.0,人文学院,0.4999999975,0.05753065473890836
96035,703,53742,2023-11-02 21:48:24,2023-12-02 21:48:24,,0,C++大学教程.第4版,"(美) Paul Deitel, (美) Harvey Deitel著",电子工业出版社,程序语言、算法语言,M,23,本科,11,1,1.0,经济管理学院,0.4999999975,0.09751937984481004
