inter_id,user_id,book_id,借阅时间,还书时间,续借时间,续借次数
62467,626,34753,2024-01-11 08:17:12,2024-01-1110:23:43,,0
101852,1314,57794,2023-04-17 18:31:13,2023-06-0811:46:49,2023-05-1123:22:07,1
49420,1062,32006,2022-12-11 13:31:56,2023-03-0913:13:59,,0
70236,1411,40036,2023-11-17 17:36:12,2023-11-1909:32:57,,0
53892,290,24202,2020-12-28 21:44:15,2021-01-0514:17:53,,0
42189,601,24472,2022-09-04 11:18:02,2022-11-0618:38:31,2022-09-3009:57:59,1
60554,1,32132,2021-01-22 15:33:05,2021-05-1113:08:48,2021-04-1507:35:47,2
99726,315,56275,2022-11-09 21:20:34,2022-12-1114:28:00,,0
27144,780,16499,2021-01-13 11:57:26,2021-02-0311:11:22,,0
24180,62,14353,2022-04-03 15:32:10,2022-04-1516:27:13,,0
17035,1331,10643,2024-05-16 09:02:50,2024-06-0519:04:00,,0
39690,365,24818,2024-05-28 14:48:01,2024-05-2814:49:55,,0
80609,516,44968,2022-04-01 20:01:39,2022-06-0916:44:33,2022-04-2411:01:00,1
15718,489,9094,2024-04-26 21:35:20,2024-04-2621:36:09,,0
3210,940,2546,2021-05-17 15:12:41,2021-11-1716:36:31,2021-10-1813:15:38,2
18222,1306,10614,2021-05-31 15:58:48,2021-07-0117:32:41,,0
440,822,224,2021-03-30 08:32:35,2021-04-3011:57:12,,0
43697,1311,26321,2024-06-19 12:50:06,2024-08-2610:53:04,,0
57640,117,32193,2022-02-28 21:23:11,2022-03-0812:23:22,,0
11869,311,6681,2023-09-17 18:44:24,2023-09-1921:34:49,,0
44842,32,3078,2020-11-25 13:50:35,2020-11-2819:39:18,,0
35414,37,22291,2021-06-07 16:44:01,2021-07-0621:51:44,2021-07-0318:37:51,1
25594,845,33170,2020-12-15 21:11:15,2020-12-1617:49:24,,0
61596,1309,34212,2020-10-29 16:29:53,2021-01-1516:52:49,,0
32244,328,20124,2024-01-03 21:40:35,2024-04-2514:47:41,2024-03-2311:34:37,2
1006,1144,590,2024-04-22 12:14:43,2024-05-2412:35:56,,0
3426,490,2014,2024-01-01 21:48:51,2024-01-1016:59:42,,0
20417,667,12027,2024-03-07 18:29:00,2024-06-0512:16:37,2024-05-0623:58:25,2
4531,437,2490,2024-05-14 20:00:50,2024-06-1917:50:01,2024-06-1315:52:33,1
50491,19,27268,2021-11-09 17:44:30,2021-11-2714:58:50,,0
97105,82,54593,2022-06-12 17:01:36,2022-06-1509:23:50,,0
23327,284,13829,2023-04-22 15:05:11,2023-05-2814:30:06,2024-06-2307:12:02,0
33585,258,21073,2021-10-11 17:29:43,2021-10-1318:13:28,2024-06-1416:15:57,0
10399,326,6035,2023-09-20 16:54:29,2023-10-2719:12:26,2023-10-2022:36:49,1
43599,1187,24728,2024-04-01 10:53:30,2024-04-0117:40:24,,0
53574,67,6148,2022-03-19 15:08:38,2022-04-0616:48:43,2023-04-2119:00:20,0
49817,1030,28828,2022-09-12 18:54:17,2022-09-2420:25:38,,0
418,279,30627,2022-04-15 18:37:09,2022-05-2418:52:19,2022-05-1517:01:40,1
48154,375,28366,2021-03-01 18:02:46,2021-03-1317:46:47,,0
75028,726,44878,2024-03-02 21:54:42,2024-05-0310:18:34,2024-03-3011:37:20,1
79216,1316,54727,2024-06-13 10:43:41,2024-09-2314:40:49,2024-12-1823:00:24,2
26194,1331,15720,2020-10-17 15:19:31,2020-10-2619:13:53,,0
8346,622,4539,2024-03-01 19:47:59,2024-04-2317:51:23,2024-03-2112:56:16,1
17924,1110,10442,2023-09-23 12:59:52,2023-10-1821:41:52,,0
58501,505,32208,2023-09-23 20:15:38,2023-10-0920:23:23,,0
60458,550,33568,2024-04-06 11:59:51,2024-05-1513:32:30,,0
83542,1240,46657,2024-11-04 18:18:30,,2024-11-2915:53:08,1
51961,1151,30052,2024-05-27 21:08:54,2024-07-2920:42:28,,0
71964,257,41188,2020-01-05 16:37:58,2020-08-1809:01:29,,0
94159,180,52867,2020-01-14 10:58:10,2020-08-1111:55:37,,0
3452,1306,1958,2022-10-20 13:36:23,2022-11-1816:43:41,,0
39859,72,33871,2021-06-08 16:54:31,2021-06-1011:01:23,2024-09-2009:34:28,0
4365,569,2475,2022-10-16 16:33:25,2022-12-1314:51:18,2022-11-1410:23:14,1
13470,283,36703,2022-03-08 16:52:17,2022-04-0313:45:05,,0
48063,318,28883,2023-03-23 11:48:20,2023-05-1821:52:35,2023-04-2012:53:13,1
94816,594,52779,2023-08-23 16:28:02,2023-08-2318:10:39,,0
11874,316,6686,2022-06-11 21:33:58,2022-06-2909:32:24,,0
72954,404,41597,2022-05-11 18:07:56,2022-05-2808:49:42,,0
85345,290,47890,2021-07-01 21:42:29,2021-07-2210:47:27,,0
17988,1274,12411,2020-06-19 16:54:36,2020-09-2114:04:57,2020-08-1617:10:36,2
46209,720,27851,2024-08-25 09:05:05,2024-10-0710:27:33,2024-09-2212:49:25,1
18718,157,10930,2021-01-04 21:52:06,2021-01-1621:58:09,2024-08-1710:01:56,0
8100,1277,4497,2020-04-29 11:15:23,2020-06-2814:43:05,2020-05-2910:04:47,1
100566,16,56874,2022-04-04 16:27:25,2022-04-1117:51:43,,0
47484,365,28355,2023-04-15 16:08:18,2023-04-2421:57:10,,0
6367,942,3389,2020-11-12 16:13:13,2021-03-0515:11:25,2021-01-0216:14:37,1
6667,425,3734,2021-07-06 19:31:42,2021-07-0913:54:42,,0
85271,1308,29721,2020-01-07 12:09:48,2020-08-3114:05:23,,0
6529,1319,1529,2020-08-20 16:34:00,2020-09-1408:50:15,,0
98433,1163,55273,2023-09-16 10:40:43,2023-09-2709:25:01,,0
75960,775,42778,2021-07-25 13:37:17,2021-07-2717:04:02,,0
101048,1359,44095,2024-03-13 21:37:01,2024-05-1217:34:40,2024-04-0416:02:28,1
78863,1126,43895,2024-04-11 18:29:12,2024-05-1320:38:05,,0
40853,375,6135,2023-06-28 20:31:27,2023-09-2317:33:30,2023-08-2114:26:28,2
2910,1269,30732,2022-01-11 11:59:32,2022-05-1414:55:16,2023-10-2216:15:22,2
71147,960,40653,2023-03-26 21:54:02,2023-05-0712:09:34,2023-04-1817:33:30,1
89707,760,50409,2021-02-19 12:57:12,2021-04-1216:39:24,2021-03-1812:00:07,1
74560,228,42326,2020-10-15 09:31:47,2021-01-1216:13:02,2020-12-1418:30:47,2
47017,1185,13,2023-09-28 09:43:16,2023-10-0409:30:36,,0
5297,316,2951,2022-11-24 11:37:06,2022-11-2814:50:44,,0
17436,862,10173,2021-02-28 18:30:50,2021-03-0116:25:33,,0
68711,365,38978,2024-04-15 09:49:54,2024-04-1512:09:52,,0
7948,1188,4226,2024-09-29 09:47:14,2024-12-2514:49:44,2024-11-2708:45:18,2
29423,1269,18009,2021-09-07 16:28:09,2021-10-1321:59:35,2021-10-1320:45:00,1
74944,652,42466,2022-11-30 20:41:29,2022-12-1018:18:06,,0
30294,230,18672,2021-10-18 20:40:54,2021-12-0516:12:40,,0
33345,940,20840,2022-03-16 16:43:37,2022-06-1416:26:51,2022-08-1110:14:54,2
37594,1111,32239,2024-01-05 18:56:27,2024-03-2921:45:18,2024-02-2516:10:17,1
18821,1274,10976,2020-01-11 11:19:00,2020-04-1516:52:33,,0
25695,786,42587,2020-09-27 18:08:08,2020-12-2619:21:12,2020-11-2117:55:43,2
1395,270,29769,2020-11-27 21:50:37,2021-01-1917:08:40,2020-12-2112:37:53,1
62272,193,34609,2022-10-10 20:57:23,2022-11-1517:25:01,,0
13390,1331,12471,2024-01-08 14:13:11,2024-01-0816:31:12,,0
13132,857,7468,2021-05-09 18:57:51,2021-05-2117:21:59,,0
98528,838,55459,2020-06-14 12:27:42,2020-08-2712:40:46,,0
58663,655,32181,2023-09-15 15:44:37,2023-12-1418:41:46,2023-11-0518:25:29,2
4714,944,1652,2021-11-16 15:15:46,2021-11-1710:33:10,,0
23311,776,3682,2020-11-06 18:49:13,2020-11-1009:39:35,,0
101831,676,57779,2024-03-28 19:12:15,2024-05-2719:04:04,2024-04-2615:27:10,1
23123,279,13699,2021-07-31 11:15:10,2021-07-3120:17:10,,0
8389,1094,4567,2023-08-25 19:59:34,2023-11-2518:45:26,2023-10-1716:33:03,2
30224,135,18621,2021-01-20 21:31:06,2021-03-2209:56:59,2022-03-1812:01:56,0
80370,506,44793,2022-01-04 20:50:26,2022-02-2718:48:41,2022-02-1317:21:32,1
15703,854,9139,2021-11-16 23:45:25,2021-11-1716:30:45,,0
64780,598,4085,2023-11-02 17:03:52,2023-12-0718:15:39,,0
55568,1317,30785,2020-11-12 09:41:46,2020-11-1708:21:47,,0
57228,83,32195,2020-08-27 15:59:04,2020-09-1607:52:43,,0
45687,380,27284,2021-03-17 21:23:39,2021-03-3021:00:27,,0
77103,333,30649,2022-03-26 20:31:13,2022-04-2417:15:19,,0
53962,316,31002,2022-11-27 11:29:03,2022-12-1215:09:24,,0
11509,1411,12041,2023-11-17 17:37:03,2024-01-0821:41:55,2023-12-1719:43:45,1
81737,613,45521,2023-09-10 20:42:17,2023-12-0911:37:07,2023-11-0120:26:01,2
101356,503,10444,2023-11-29 20:23:27,2023-12-0222:00:58,,0
85768,424,51950,2021-07-08 17:05:30,2021-07-1911:54:31,,0
80966,180,45147,2021-11-30 19:21:45,2021-12-1920:26:43,,0
38963,2,24332,2021-03-04 17:24:39,2021-03-1318:16:17,,0
55200,602,31434,2024-03-06 13:31:27,2024-05-2112:06:49,2024-04-2511:47:04,2
100396,114,56744,2020-11-12 18:01:42,2021-03-2314:02:50,2021-01-0721:41:22,2
74523,180,42319,2023-08-01 15:16:48,2023-08-2512:54:51,,0
48001,311,32169,2023-03-17 18:01:27,2023-03-1718:02:30,,0
27127,766,16405,2021-03-24 11:31:30,2021-07-0216:29:01,2021-05-1610:59:32,2
16116,1386,9353,2023-01-03 14:46:01,2023-03-2717:57:22,2023-02-2517:44:40,1
48536,334,29091,2022-12-11 13:06:23,2023-04-2312:06:43,2023-03-2202:03:27,2
69598,582,39564,2022-09-30 16:48:42,2022-10-1115:56:35,,0
10476,414,6066,2022-06-14 16:04:53,2022-06-2016:04:42,,0
79246,815,44265,2021-06-02 12:29:36,2021-06-1315:01:43,,0
84012,877,47022,2020-10-14 09:36:34,2020-11-1421:12:27,,0
47900,284,28589,2022-05-02 17:13:38,2022-09-1217:56:27,2022-05-2714:22:48,1
49522,1101,28985,2024-08-27 17:54:02,2024-10-2409:05:42,2024-09-2412:10:58,1
101710,969,57688,2022-05-15 11:46:04,2022-07-0516:32:58,2022-06-1212:34:06,1
31060,1374,19235,2023-06-02 13:12:52,2023-09-0509:40:26,,0
89700,760,32132,2020-09-11 16:30:53,2020-12-0518:06:51,2020-11-0821:11:55,2
47743,216,28761,2022-03-02 18:42:35,2022-05-1918:24:30,2022-04-2813:14:13,2
69031,1246,38914,2024-12-05 13:19:31,2024-12-0516:41:49,,0
91310,1020,51356,2023-09-04 15:52:54,2023-10-0916:18:02,,0
57593,75,32169,2020-08-31 20:10:35,2020-11-2815:26:58,2020-10-2714:20:30,2
70581,1015,36409,2023-12-13 15:57:47,2024-04-0216:03:32,2024-05-0223:40:09,1
32639,365,20410,2024-05-23 21:01:57,2024-05-2321:03:05,,0
58888,1068,32335,2023-03-20 08:39:17,2023-05-2211:29:34,2023-04-1721:54:51,1
30041,1385,29862,2024-01-12 19:56:44,2024-02-2616:59:24,,0
80843,1133,45051,2023-09-16 15:00:13,2023-09-1616:55:53,,0
15644,365,24466,2021-05-21 16:59:51,2021-08-2609:34:57,2021-07-2018:02:50,2
45757,411,27581,2021-05-05 21:20:24,2021-05-3111:04:03,,0
26932,462,16336,2022-06-28 16:28:06,2022-07-2311:35:59,,0
33664,157,12155,2021-04-23 16:44:37,2021-07-2112:25:03,2021-06-2208:25:53,2
68017,1119,38471,2023-05-06 16:24:07,2023-06-1216:00:47,2023-05-2816:10:42,1
29384,877,17981,2021-07-26 16:19:59,2021-07-2717:38:31,,0
32284,1001,20147,2022-04-16 17:42:39,2022-04-1816:16:56,,0
68024,1119,38480,2023-05-06 16:24:21,2023-06-1216:00:20,2023-05-2816:10:28,1
23624,1254,13979,2024-10-04 16:26:13,2024-10-1917:23:08,,0
12308,956,6672,2020-11-13 21:11:51,2020-12-0113:35:27,,0
32095,168,20013,2022-06-04 16:33:21,2022-08-0507:49:31,2022-06-3019:50:13,1
90184,1045,50656,2023-09-22 14:59:35,2023-12-0419:14:21,,0
55504,940,31504,2022-05-17 15:12:43,2022-08-0816:55:11,2022-06-1209:01:12,1
40035,169,25016,2020-08-24 19:57:22,2020-09-2009:02:11,2022-05-1422:43:56,0
72430,544,41325,2022-09-05 16:29:58,2023-03-1022:51:26,2022-10-2812:13:58,2
22522,339,30751,2022-08-15 19:10:28,2022-11-1319:04:55,2022-10-0909:24:17,2
46211,733,5950,2023-09-19 19:54:52,2023-12-1720:40:03,2023-11-1623:37:59,2
49948,1318,28313,2022-03-09 12:39:37,2022-05-0909:31:00,2022-04-0510:29:43,1
65355,77,36818,2021-07-05 20:51:23,2021-07-2811:27:50,2023-06-1911:05:35,0
41364,821,25575,2021-04-19 09:03:41,2021-04-1922:24:53,,0
63654,504,10815,2023-08-21 21:25:20,2023-10-1121:51:34,2023-09-1923:04:38,1
9977,1057,31628,2023-04-14 13:52:55,2023-06-1218:06:06,2023-06-1111:33:25,2
41371,821,24482,2021-11-08 13:47:06,2021-11-0922:37:53,,0
99097,1056,55813,2023-07-27 14:58:08,2023-08-2108:41:34,,0
21131,1426,12332,2024-03-04 10:46:40,2024-03-0421:47:52,,0
95882,496,24520,2022-03-14 12:15:00,2022-04-0717:04:11,,0
101109,21,57228,2020-11-09 21:47:17,2021-01-2208:39:25,2020-12-3112:56:56,2
61381,340,34143,2022-08-16 18:22:00,2023-02-2213:32:21,,0
33694,1242,21139,2024-09-19 19:36:51,2024-10-2621:00:18,2024-10-1509:11:25,1
36805,311,23197,2022-06-13 18:23:14,2022-06-2609:32:03,,0
90298,833,50374,2022-03-30 10:41:58,2022-04-2909:35:11,,0
69324,873,39387,2022-04-10 13:06:58,2022-04-1714:52:37,,0
79205,1024,44258,2023-08-24 11:17:19,2023-11-2317:02:24,2023-10-1710:47:39,2
65434,1221,36877,2024-05-06 13:03:48,2024-09-0119:30:54,2024-06-0323:06:05,1
51003,536,29890,2024-07-16 09:41:21,2024-07-2514:01:47,,0
60771,291,33770,2021-08-05 21:29:17,2021-08-2617:36:59,,0
33889,298,21285,2022-03-06 17:29:53,2022-03-2717:50:57,,0
83388,1300,13,2023-10-25 20:27:18,2023-11-2708:01:05,,0
84494,970,47334,2022-03-11 21:04:12,2022-04-0614:33:18,,0
84,1242,13,2024-12-20 16:37:15,2024-12-2318:28:23,,0
58303,148,32721,2022-12-05 21:53:10,2022-12-1115:11:29,,0
56665,758,31660,2024-11-09 20:01:09,,2024-12-0220:12:39,1
53877,284,30686,2023-09-08 15:43:18,2023-10-0920:50:49,,0
74397,553,13607,2023-06-10 14:33:13,2023-06-1115:27:22,,0
434,305,57971,2021-12-24 21:52:55,2022-01-0212:15:50,,0
27722,917,16391,2021-12-16 21:17:28,2022-06-2920:12:14,2022-03-2016:22:35,2
56620,523,31915,2023-08-18 21:20:02,2023-11-1713:50:28,,0
11145,848,6168,2021-07-14 20:25:59,2021-11-0510:19:46,2021-10-1015:54:15,1
45805,461,24457,2023-03-16 21:51:06,2023-03-2518:52:43,,0
17482,1299,17512,2020-07-08 15:59:17,2020-08-1116:33:39,2020-08-0207:36:41,1
95890,529,28988,2022-02-27 16:56:26,2022-03-1811:59:27,,0
93657,833,41415,2021-04-19 16:25:15,2021-07-1819:00:25,2021-06-1010:43:54,2
86974,1271,56924,2024-12-02 17:01:21,,2024-12-3107:39:22,1
58565,556,32816,2022-04-17 11:47:29,2022-06-2714:41:59,2022-06-1523:00:57,2
98836,968,55627,2022-03-01 21:29:43,2022-03-1220:07:09,,0
53952,312,30672,2021-04-29 17:08:24,2021-05-2911:10:40,2021-05-2910:15:49,1
79550,1292,44413,2020-10-18 12:24:51,2020-11-1913:14:56,,0
92049,1382,53687,2023-02-20 11:06:39,2023-05-1812:26:12,2023-04-1708:23:55,2
3027,493,1788,2023-10-08 08:31:49,2023-11-0716:19:36,,0
25631,1107,15317,2023-04-20 18:51:33,2023-09-2013:00:31,2023-10-1202:53:04,1
57313,177,32258,2020-09-24 15:41:12,2020-10-0808:41:20,,0
58235,579,41515,2023-04-07 15:34:46,2023-05-1013:01:01,,0
102742,961,58431,2021-10-09 19:57:19,2021-11-1309:26:24,,0
65057,794,36617,2021-05-03 13:37:05,2021-05-2619:44:21,,0
98382,1106,49709,2022-10-25 11:11:34,2022-10-2709:44:54,,0
74706,250,43105,2022-08-12 08:21:39,2022-08-1220:22:45,,0
63342,1146,35324,2024-05-12 15:42:43,2024-06-1210:42:56,,0
101767,1314,57734,2022-02-19 10:01:43,2022-09-2414:22:23,2022-03-1814:26:55,1
74849,544,42456,2021-11-01 17:56:54,2021-11-2710:39:54,,0
102154,352,47813,2021-07-19 21:28:55,2021-08-0318:22:06,,0
90549,98,50842,2020-10-23 11:26:22,2021-01-1717:54:52,2020-11-2100:50:30,1
43439,746,25447,2024-09-04 11:18:30,2024-09-1908:40:17,,0
23495,555,13911,2023-03-01 12:21:49,2023-06-0712:56:26,2023-04-2615:25:27,2
53045,469,32257,2022-04-04 11:41:33,2022-07-0808:27:55,2022-05-0215:59:47,1
100589,417,56890,2022-03-08 21:56:30,2022-09-2511:57:54,,0
18209,1275,10607,2021-07-28 19:23:38,2021-08-2519:06:01,2021-08-2010:35:06,1
53079,19,30621,2020-12-03 21:24:59,2021-01-2218:21:55,2020-12-2613:30:54,1
22143,416,13137,2023-02-18 17:35:00,2023-02-1911:06:33,,0
73905,206,42078,2020-11-14 21:48:45,2020-12-0814:09:08,,0
59809,1370,33186,2024-12-23 21:21:22,,,0
41880,495,22045,2023-11-20 18:50:01,2024-01-1718:58:17,2023-12-1708:23:30,1
85267,813,47842,2020-01-15 11:55:55,2020-08-2418:30:21,2020-02-0423:49:08,1
81035,423,45193,2022-04-04 17:58:24,2022-04-3018:16:42,2022-04-3017:44:45,1
94046,52,52770,2021-03-02 17:10:43,2021-04-2819:45:53,2021-03-3114:50:18,1
24875,1087,14804,2023-04-10 16:49:16,2023-04-2514:08:51,,0
68904,447,39111,2023-11-05 17:26:23,2023-12-0615:35:10,2023-12-0313:03:16,1
58605,618,34785,2022-12-03 17:05:48,2022-12-1016:01:14,,0
83922,849,24397,2021-05-24 20:29:24,2021-05-3108:30:47,,0
57751,227,32293,2022-09-13 19:20:20,2022-09-2114:08:43,,0
91493,1296,51474,2021-11-16 20:20:16,2022-02-2015:44:40,2022-03-2115:00:32,1
29343,485,31607,2022-12-09 18:28:37,2022-12-1408:54:40,,0
55918,365,31695,2024-05-24 21:10:02,2024-05-2421:12:07,,0
42305,628,8093,2024-02-20 21:47:55,2024-04-0321:55:33,2024-03-2014:00:04,1
15472,428,8991,2023-07-27 10:27:02,2023-08-0107:57:41,,0
69156,957,39272,2021-07-24 17:58:21,2021-08-1021:02:16,,0
54443,387,24355,2020-10-01 17:48:07,2020-10-2311:48:44,,0
14935,858,8583,2022-04-28 10:08:44,2022-06-2309:41:51,2022-05-2620:37:34,1
62945,247,32244,2020-08-23 12:33:25,2020-10-0921:06:10,2020-09-1411:00:01,1
77548,1150,28698,2023-10-10 18:34:46,2023-10-1521:49:14,,0
94667,804,53195,2021-03-31 18:33:42,2021-04-0121:30:15,,0
71033,148,49781,2022-09-06 18:44:38,2022-10-2611:29:16,2022-09-2921:12:30,1
72302,289,41404,2020-12-31 16:46:11,2021-01-1808:39:11,,0
17903,864,10425,2021-06-29 15:12:42,2021-10-1814:30:02,2021-07-2000:53:44,1
87802,931,28362,2021-02-28 17:14:31,2021-03-2615:13:22,,0
40307,311,25679,2022-08-23 19:38:22,2022-08-2508:58:43,2023-06-1922:14:40,1
50049,873,29498,2020-12-25 09:09:14,2020-12-3018:26:59,,0
37518,331,23602,2022-05-18 18:44:25,2022-06-1017:57:06,,0
99278,1106,55947,2022-11-05 09:18:11,2022-11-1618:31:11,,0
81056,576,45203,2023-03-06 12:22:10,2023-03-1415:48:25,,0
54301,836,31205,2021-03-24 15:22:03,2021-04-0618:30:26,,0
331,40,146,2020-01-02 18:41:01,2020-01-1416:20:40,2020-11-0908:33:49,0
62640,959,34870,2021-04-06 13:27:06,2021-05-1413:37:33,,0
96399,835,54084,2021-01-14 18:32:30,2021-05-1818:53:45,2021-04-1223:35:21,2
36718,199,23148,2021-01-06 14:50:45,2021-01-2318:53:56,,0
15944,80,9293,2022-01-14 08:30:06,2022-02-1509:36:18,,0
71574,1328,40918,2020-11-20 13:00:41,2021-03-2212:41:57,2021-01-1608:16:40,2
52790,969,30466,2024-04-22 14:37:58,2024-05-2210:26:11,2024-05-2009:05:16,1
23970,789,54307,2021-01-05 18:17:32,2021-02-2818:21:23,,0
65756,20,30467,2020-09-06 16:46:13,2020-10-2512:06:21,,0
53487,361,30881,2021-01-22 12:55:05,2021-03-0314:30:26,,0
45174,60,27129,2020-12-17 15:21:26,2021-01-1213:30:34,,0
54210,497,30732,2023-12-19 13:47:00,2024-03-2613:46:42,2024-02-1500:40:56,2
67532,399,38135,2023-09-17 16:36:47,2023-10-1615:45:38,,0
84143,132,9638,2021-01-31 12:30:06,2021-03-1709:46:25,2021-05-1715:01:43,0
35507,168,22365,2022-03-12 09:11:16,2022-03-2207:10:46,,0
80611,617,31628,2023-12-31 12:40:59,2024-01-1221:14:17,,0
46632,1311,27208,2021-12-14 19:52:49,2022-04-1220:11:06,,0
25201,1365,15034,2023-06-28 13:09:28,2023-08-2917:36:13,,0
56237,112,31797,2022-03-22 14:32:18,2022-03-2717:59:32,,0
82833,1409,46135,2024-01-25 13:58:36,2024-02-0210:42:44,,0
20692,938,12179,2022-09-12 19:26:43,2022-10-1717:54:54,,0
10709,1173,5986,2024-05-03 19:12:49,2024-08-2019:05:07,2024-08-1716:41:30,2
88871,242,41809,2021-07-03 20:21:47,2021-12-1719:27:13,2021-11-1610:42:13,2
3989,153,2257,2021-04-28 13:21:43,2021-06-1020:34:48,,0
32395,1279,20217,2020-01-06 12:08:57,2020-08-0618:58:55,,0
63260,443,35269,2022-02-20 12:01:33,2022-03-0518:01:45,,0
31539,876,58330,2021-03-15 15:10:56,2021-06-0809:50:19,2021-05-0808:06:29,2
14949,641,2026,2022-10-22 14:32:47,2022-10-2219:55:15,,0
6290,602,3510,2024-02-19 19:36:59,2024-03-2012:24:12,,0
92431,908,51862,2021-05-31 08:39:20,2021-08-2908:38:22,2021-07-2408:00:07,2
24070,1194,14289,2023-10-02 20:23:02,2023-10-1120:49:13,,0
57791,243,32250,2022-06-23 21:50:18,2022-06-2812:50:08,2022-08-0819:15:30,0
13313,1375,7581,2024-06-17 15:43:44,2024-10-2515:03:20,2024-09-1517:29:11,2
9365,1309,5340,2021-11-23 14:36:46,2022-01-0615:27:11,,0
76207,378,42914,2023-08-26 14:53:39,2023-10-1217:09:44,2023-09-2322:07:58,1
25225,1266,15049,2020-05-06 08:04:09,2020-08-2109:10:42,2020-06-0408:22:56,1
50147,873,29542,2021-05-26 13:06:26,2021-05-2816:47:44,,0
36918,495,23145,2022-10-27 21:42:00,2023-02-2518:45:07,2022-11-2020:12:54,1
67777,218,38309,2020-09-14 21:46:19,2020-12-1421:28:57,2020-11-1221:13:02,2
2424,284,39753,2021-12-15 17:38:15,2022-01-0210:52:32,2023-03-1614:16:46,1
84030,943,47036,2023-05-19 19:57:20,2023-06-0521:35:57,,0
62563,885,2026,2021-03-20 21:34:00,2021-04-2621:42:46,,0
70336,955,40072,2022-01-02 14:37:23,2022-02-2318:00:23,,0
85493,1433,43367,2024-07-09 10:27:04,2024-09-2310:00:43,2024-08-2513:14:58,1
14816,1410,8513,2023-05-22 18:39:52,2023-05-2420:33:46,,0
25709,113,15372,2020-12-09 11:48:07,2020-12-2511:34:32,,0
85864,128,48250,2020-11-10 19:16:33,2021-03-1511:40:28,2021-01-0311:42:53,2
21219,1331,12523,2020-09-30 13:20:42,2020-10-0818:11:56,,0
51104,1096,29920,2024-08-05 11:19:17,2024-08-2211:57:23,,0
41220,502,25530,2023-03-01 21:32:26,2023-03-1518:33:13,,0
13841,164,7897,2022-04-22 21:51:29,2022-06-1315:01:45,,0
3150,850,32236,2021-05-09 11:51:01,2021-05-1618:04:10,,0
89072,372,29756,2021-08-07 17:53:40,2021-11-1120:52:51,,0
88818,123,22802,2021-07-27 12:05:28,2021-12-2713:41:51,2021-10-1111:17:33,2
59948,793,33285,2020-12-25 21:46:19,2021-03-1917:18:00,2021-01-1810:12:43,1
90593,747,50844,2024-09-23 11:34:04,2024-11-1717:57:48,2024-11-1210:34:18,2
66903,105,37821,2021-12-18 11:55:45,2022-04-2615:05:05,2022-03-1914:08:40,2
25949,732,15549,2024-07-18 16:16:09,2024-10-1514:58:29,2024-08-2517:19:18,1
5908,562,3263,2024-03-24 21:58:23,2024-03-2914:46:48,,0
79949,349,44624,2023-10-17 15:12:57,2023-10-2011:47:07,,0
96928,763,54475,2020-09-02 15:02:48,2020-09-3012:59:40,2020-09-2409:44:09,1
54612,543,30873,2024-08-24 20:05:49,2024-11-2311:15:50,2024-10-2109:03:49,2
48524,189,28493,2022-11-04 11:47:01,2022-11-1412:02:36,,0
2563,668,1501,2024-09-12 08:37:03,2024-09-1314:53:25,,0
54482,448,31205,2024-02-20 21:18:08,2024-02-2318:55:26,,0
92755,1132,51992,2024-10-23 11:22:19,2024-12-1721:23:28,2024-11-2010:09:00,1
3187,599,1880,2023-12-17 18:46:00,2024-01-1116:26:02,,0
22759,523,13528,2024-03-03 18:56:07,2024-06-2916:41:03,,0
90223,1352,47956,2023-08-24 19:47:09,2023-11-1511:22:54,2023-12-1309:19:00,1
51293,25,29237,2020-11-01 21:25:27,2021-01-2409:02:01,2020-12-2809:07:43,2
13996,499,7997,2021-12-02 10:37:59,2021-12-2810:31:52,,0
59360,901,32293,2021-04-28 10:50:24,2021-05-2216:16:21,,0
66228,957,34101,2022-05-11 11:33:41,2022-09-0214:37:55,2022-08-1412:14:30,2
6418,943,3583,2022-10-30 10:56:56,2023-03-0314:59:25,2022-11-2810:45:53,1
81242,512,52095,2023-11-17 16:04:50,2024-01-1617:17:14,2023-12-1510:04:14,1
31528,875,19588,2021-12-08 12:39:53,2021-12-2918:45:44,,0
72818,227,41620,2021-07-31 12:15:38,2021-08-2617:32:23,2023-12-0615:59:05,0
38474,1282,24043,2021-05-06 16:12:52,2021-05-0721:31:28,,0
90845,1040,51047,2023-03-01 19:47:03,2023-05-1615:41:54,2023-04-2017:45:09,2
50942,808,27381,2021-10-26 14:38:46,2021-12-0210:17:41,2021-12-2615:11:34,1
77322,250,43338,2022-04-11 17:10:19,2022-05-0322:33:02,2023-09-2308:56:45,0
62085,880,36754,2020-11-05 17:03:47,2021-01-0512:01:54,2020-12-3114:20:25,2
102379,1416,58167,2023-09-03 10:44:40,2023-09-2221:53:34,,0
81362,36,45339,2020-12-16 12:44:02,2021-01-2218:48:32,2024-06-1111:45:00,0
37415,365,23537,2024-05-19 15:13:21,2024-05-1915:15:22,,0
57533,769,32388,2021-04-11 16:34:34,2021-04-1811:15:56,,0
60134,618,33368,2024-12-22 19:22:32,,,0
77164,851,43313,2022-03-07 11:38:51,2022-03-2316:15:32,,0
38777,495,24186,2024-03-29 07:55:42,2024-04-0717:25:15,,0
12734,993,7206,2023-05-18 15:39:19,2023-08-2913:47:08,2023-06-1520:58:15,1
70388,790,40116,2020-11-12 15:22:43,2020-11-1516:34:10,,0
66963,955,37854,2021-10-10 10:43:19,2021-11-1017:57:09,,0
