inter_id,user_id,book_id,借阅时间,还书时间,续借时间,续借次数,题名,作者,出版社,一级分类,二级分类,性别,DEPT,年级,类型
1383,147,803,2021-07-08 09:06:53,2021-08-07 09:06:53,,0,中国哲学简史,冯友兰著,华东师范大学出版社,哲学、宗教,辩证唯物主义,M,信息科学与工程学院,19,本科
27291,391,16582,2021-04-18 21:36:26,2021-05-18 21:36:26,,0,基金赚钱一点通,"曾海东, 朱玉著",机械工业出版社,经济,金融、银行理论,M,经济管理学院,20,本科
49839,1080,28776,2024-01-05 19:00:00,2024-02-04 19:00:00,,0,宵待草夜情,(日) 连城三纪彦著,新星出版社,文学, 日本,F,经济管理学院,22,硕士
56468,738,31734,2024-09-05 12:24:02,2024-10-05 12:24:02,2024-09-20 12:24:02,1,"你好, 忧愁",(法) 弗朗索瓦丝·萨冈著,人民文学出版社,文学, 法国,F,人文学院,24,本科
79291,423,44281,2020-12-18 21:42:02,2021-01-17 21:42:02,2021-01-02 21:42:02,1,普通物理学教程.力学,"漆安慎, 杜婵英",高等教育出版社,数理科学和化学,力学,M,物理学院,20,本科
46345,1097,28525,2022-10-09 13:55:32,2022-11-08 13:55:32,2022-10-29 13:55:32,2,天人五衰,(日) 三岛由纪夫著,北京联合出版公司,文学, 日本,F,外国语学院,22,硕士
50128,873,29533,2021-06-02 16:02:26,2021-07-02 16:02:26,,0,憎恶的化石,(日) 鲇川哲也著,新星出版社,文学, 日本,M,人文学院,19,硕士
70995,788,40531,2020-09-29 16:40:23,2020-10-29 16:40:23,2020-10-19 16:40:23,2,无锡史话,"王赓唐,冯炬著",江苏古籍出版社,历史、地理,专类地理,M,人文学院,18,硕士
86730,123,48745,2021-01-07 17:46:07,2021-02-06 17:46:07,2021-01-27 17:46:07,2,电路原理导学导教及习题解答,朱桂萍 ... [等] 编著,清华大学出版社,工业技术,电路理论,M,电子科学与工程学院,18,本科
88512,1294,49736,2020-12-06 12:48:43,2021-01-05 12:48:43,,0,高等模拟集成电路,董在望 ... [等] 编著,清华大学出版社,工业技术,双极型,M,电子科学与工程学院,19,博士
45459,96,27365,2023-12-23 14:03:05,2024-01-22 14:03:05,2024-01-12 14:03:05,2,树犹如此,白先勇作品,广西师范大学出版社,文学,当代作品（1949年~）,F,能源与环境学院,18,本科
40748,357,30471,2021-06-29 17:38:11,2021-07-29 17:38:11,,0,树上的男爵,伊塔洛·卡尔维诺,译林出版社,文学, 南欧（东南欧、西南欧）,F,艺术学院,20,本科
60911,114,22314,2022-08-17 18:18:27,2022-09-16 18:18:27,2022-09-01 18:18:27,1,美得令人心醉的词,丁萍编著,中国财富出版社,文学,各体文学评论和研究,F,人文学院,18,本科
69362,873,39401,2022-04-10 13:07:24,2022-05-10 13:07:24,,0,张居正大传,朱东润著,吉林出版集团有限责任公司,历史、地理,社会政治人物,M,人文学院,19,硕士
33035,574,20727,2022-10-03 21:54:12,2022-11-02 21:54:12,,0,托福口语高分全攻略,汤蕾编著,机械工业出版社,语言、文字,语文教学,M,电子科学与工程学院,21,本科
68122,168,38559,2023-05-28 15:34:26,2023-06-27 15:34:26,,0,非洲现代史,李安山著,华东师范大学出版社,历史、地理,现代史,F,人文学院,19,本科
75693,541,42576,2022-02-22 15:56:25,2022-03-24 15:56:25,,0,实变函数论,周民强编著,北京大学出版社,数理科学和化学,函数论,M,数学学院,21,本科
46454,1357,27991,2023-04-25 17:46:36,2023-05-25 17:46:36,2023-05-15 17:46:36,2,每个人理应赞美一次大地,鲍尔吉·原野著,时代文艺出版社,文学,当代作品（1949年~）,M,土木工程学院,22,博士
78817,1361,44148,2024-12-25 15:50:42,2025-01-24 15:50:42,,0,有限元简明导论,"刘英伟, 刘斌, 孟国哲著",冶金工业出版社,数理科学和化学,数值分析,M,土木工程学院,22,博士
5415,583,3009,2022-09-25 13:24:49,2022-10-25 13:24:49,,0,蒙田的极简智慧,(法) 蒙田著,北京时代华文书局,哲学、宗教,法国哲学,M,信息科学与工程学院,22,本科
64745,365,36377,2024-04-12 12:26:30,2024-05-12 12:26:30,,0,中国民族音乐的传承与保护研究,魏凤萍著,中国书籍出版社,艺术,民族音乐研究,F,人文学院,20,本科
57455,296,32337,2021-07-08 11:36:46,2021-08-07 11:36:46,,0,天狼星的阴影,(美) W.S.默温著,人民文学出版社,文学, 北美洲,M,经济管理学院,20,本科
44355,946,26636,2021-08-06 18:58:27,2021-09-05 18:58:27,,0,往后余生都是你,大柠著,百花洲文艺出版社,文学,当代作品（1949年~）,F,人文学院,20,硕士
98345,895,55343,2021-01-19 17:58:30,2021-02-18 17:58:30,2021-02-08 17:58:30,2,AutoCAD 2017官方标准教程,王建华 ... (等) 编著,电子工业出版社,工业技术,信息处理（信息加工）,F,能源与环境学院,20,硕士
100443,1383,56786,2023-11-14 13:32:45,2023-12-14 13:32:45,2023-12-04 13:32:45,2,为暮年设计:老年健身及养老设施:enriched workouts & facilities for the silver aged,朱立珊著,机械工业出版社,工业技术,居住建筑,M,机械工程学院,22,博士
33771,91,17411,2021-12-30 20:34:32,2022-01-29 20:34:32,2022-01-14 20:34:32,1,Kalman filtering and information fusion = 卡尔曼滤波与信息融合 /,"Ma, Hongbin","Science Press,",文化科学、教育、体育,信息处理技术,M,电子科学与工程学院,18,本科
98545,908,55468,2020-10-25 18:23:18,2020-11-24 18:23:18,,0,CUDA专家手册:GPU编程权威指南:a comprehensive guide to GPU programming,(美) Nicholas Wilt著,机械工业出版社,工业技术,信息处理（信息加工）,M,电子科学与工程学院,20,硕士
42988,1088,24608,2023-10-10 11:18:34,2023-11-09 11:18:34,2023-10-30 11:18:34,2,中国年度中篇小说,中国作家协会《小说选刊》选编,漓江出版社,文学,当代作品（1949年~）,F,经济管理学院,22,硕士
50409,570,38054,2024-10-04 21:20:57,2024-11-03 21:20:57,2024-10-24 21:20:57,2,万历十五年,黄仁宇著,中华书局,历史、地理,南宋（1127~1279年）,F,能源与环境学院,21,本科
79443,671,24457,2024-02-19 15:59:40,2024-03-20 15:59:40,2024-03-10 15:59:40,2,白银时代,李银河主编,上海三联书店,文学,当代作品（1949年~）,M,自动化学院,23,本科
63419,966,56082,2020-09-28 14:38:12,2020-10-28 14:38:12,,0,丝网印刷,"宋强, 洪杰文, 杜晓杰编著",化学工业出版社,工业技术,印刷工业,F,艺术学院,20,硕士
55057,1105,30786,2022-09-19 17:03:38,2022-10-19 17:03:38,,0,动物农场,(英) 乔治·奥威尔著,上海译文出版社,文学, 英国,F,化学化工学院,22,硕士
9437,365,5397,2021-04-17 09:29:27,2021-05-17 09:29:27,2021-05-02 09:29:27,1,维摩诘的花雨满天,南怀瑾,东方出版社,哲学、宗教,经及经疏,F,人文学院,20,本科
77143,674,42375,2024-05-18 21:44:02,2024-06-17 21:44:02,,0,数学分析,伍胜健编著,北京大学出版社,数理科学和化学,数学分析,M,数学学院,23,本科
3782,943,2148,2021-03-30 09:21:23,2021-04-29 09:21:23,,0,柏拉图全集.增订版,(古希腊) 柏拉图著,人民出版社,哲学、宗教,古代哲学(欧洲),F,人文学院,20,硕士
2131,1448,1260,2024-09-25 21:18:51,2024-10-25 21:18:51,2024-10-10 21:18:51,1,四书集注,(宋) 朱熹注,凤凰出版社,哲学、宗教,儒家,M,法学院,24,博士
23215,283,17755,2023-02-16 12:04:20,2023-03-18 12:04:20,,0,民国时期图书馆学著作出版与学术传承,范凡著,北京图书馆出版社,文化科学、教育、体育,世界各国图书馆事业,M,人文学院,20,本科
20120,157,11816,2022-03-09 15:53:05,2022-04-08 15:53:05,2022-03-24 15:53:05,1,合同法.第7版,主编崔建远,法律出版社,政治、法律,婚姻法,F,人文学院,19,本科
4734,944,2261,2023-03-31 09:51:25,2023-04-30 09:51:25,,0,"海德格尔文集,形而上学导论","孙周兴, 王庆杰主编",商务印书馆,哲学、宗教,德国哲学,F,人文学院,20,硕士
83256,10,46449,2022-01-09 08:30:02,2022-02-08 08:30:02,,0,社会生物学:个体、群体和社会的行为原理与联系:the new synthesis,(美) 爱德华·O. 威尔逊著,北京联合出版公司,生物科学,进化论、生物系统发育,F,数学学院,18,本科
80158,180,44739,2021-04-08 20:54:54,2021-05-08 20:54:54,,0,新编大学物理实验.第3版,"主编罗晓琴, 罗浩",科学出版社,数理科学和化学,物理学,M,数学学院,19,本科
57817,262,30344,2021-03-14 19:08:47,2021-04-13 19:08:47,,0,苏菲的世界,(挪) 乔斯坦·贾德著,作家出版社,文学, 北欧,F,外国语学院,19,本科
23472,300,13901,2022-04-04 16:17:35,2022-05-04 16:17:35,,0,现代经济分析史,(英) 罗杰·巴克豪斯著,西南财经大学出版社,经济,世界,M,经济管理学院,20,本科
12370,210,7625,2021-05-30 16:00:44,2021-06-29 16:00:44,,0,"社会分层与不平等:历史、比较、全球视角下的阶级冲突:Class conflict in historical, comparative, and glo",(美) 哈罗德·R. 克博著,上海人民出版社,政治、法律,社会阶层、利益集团理论,M,外国语学院,19,本科
46502,526,27268,2024-02-23 21:54:49,2024-03-24 21:54:49,2024-03-09 21:54:49,1,一个人的村庄,刘亮程著,江西人民出版社,文学,当代作品（1949年~）,F,人文学院,21,本科
59250,1350,32132,2024-01-14 21:23:54,2024-02-13 21:23:54,,0,漫长的告别,(美) 雷蒙德·钱德勒著,上海译文出版社,文学, 北美洲,M,机械工程学院,22,博士
41447,183,25602,2020-08-22 19:12:28,2020-09-21 19:12:28,,0,比冥王星更远的地方,黄崇凯著,新世界出版社,文学,当代作品（1949年~）,F,经济管理学院,19,本科
90165,1043,37457,2024-11-23 09:17:24,2024-12-23 09:17:24,2024-12-08 09:17:24,1,中国文脉,余秋雨,长江文艺出版社,历史、地理,文化史,M,信息科学与工程学院,22,硕士
3944,1306,2217,2022-10-20 13:36:09,2022-11-19 13:36:09,,0,人道主义与反人道主义,(英) 凯蒂·索珀著,华夏出版社,哲学、宗教,现代哲学(欧洲),M,法学院,19,博士
83573,132,46682,2022-06-05 20:03:41,2022-07-05 20:03:41,,0,中医祖传的那点儿东西.1,罗大伦著,北京联合出版公司,医药、卫生,中国医学,F,法学院,18,本科
20510,1275,10339,2021-03-17 16:04:03,2021-04-16 16:04:03,2021-04-06 16:04:03,2,功能主义视角下外国代孕制度研究,石雷著,华中科技大学出版社,政治、法律,行政法,M,法学院,18,博士
4048,796,34283,2021-05-09 20:22:00,2021-06-08 20:22:00,2021-05-24 20:22:00,1,古典艺术:意大利文艺复兴导论:an introduction to the Italian renaissance,(瑞士) 海因里希·沃尔夫林著,北京大学出版社,艺术, 欧洲艺术,M,艺术学院,18,硕士
9313,172,5302,2021-12-10 17:08:07,2022-01-09 17:08:07,,0,宗教哲学研究:当代观念、关键环节及其方法论批判.增订版,张志刚著,中国人民大学出版社,哲学、宗教,宗教理论、宗教思想,F,人文学院,19,本科
62081,800,19040,2020-12-18 15:48:48,2021-01-17 15:48:48,2021-01-07 15:48:48,2,像高手一样脱稿讲话:打造你的高光时刻,久久著,机械工业出版社,语言、文字,朗诵法、演讲术,F,艺术学院,18,硕士
23481,323,13907,2021-12-27 12:32:29,2022-01-26 12:32:29,,0,西方经济学,"李慧凤, 李锡玲, 赵睿编著",北京邮电学院出版社,经济,世界,F,经济管理学院,20,本科
47851,258,28826,2021-08-17 18:12:08,2021-09-16 18:12:08,,0,红妖虫,(日) 江户川乱步著,时代文艺出版社,文学, 日本,M,物理学院,19,本科
80970,365,45151,2024-05-22 17:42:58,2024-06-21 17:42:58,,0,量子力学.第5版,曾谨言著,科学出版社,数理科学和化学,量子论,F,人文学院,20,本科
5264,276,24672,2022-03-30 21:39:48,2022-04-29 21:39:48,,0,生死疲劳,莫言著,上海文艺出版社,文学,当代作品（1949年~）,M,能源与环境学院,19,本科
66078,86,37285,2020-08-10 12:52:30,2020-09-09 12:52:30,2020-08-25 12:52:30,1,伯罗奔尼撒战争史,(古希腊) 修昔底德著,商务印书馆,历史、地理,古代希腊,M,人文学院,18,本科
24005,391,14254,2022-05-31 13:53:43,2022-06-30 13:53:43,,0,历代经济变革得失,吴晓波著,浙江大学出版社,经济,中国经济史,M,经济管理学院,20,本科
27739,918,44372,2020-10-11 16:04:31,2020-11-10 16:04:31,2020-10-26 16:04:31,1,Matlab/Simulink动力学系统建模与仿真.第2版,"黎明安, 钱利编著",国防工业出版社,数理科学和化学,动力学,M,经济管理学院,20,硕士
44159,928,26516,2020-11-04 21:38:07,2020-12-04 21:38:07,,0,红豆生南国,王安忆著,人民文学出版社,文学,当代作品（1949年~）,F,外国语学院,20,硕士
15325,874,8877,2021-07-12 20:53:17,2021-08-11 20:53:17,,0,迁徙、家乡与认同:文化比较视野下的海外华人研究,陈志明著,商务印书馆,政治、法律,民政工作,F,人文学院,19,硕士
44354,946,26406,2021-08-06 18:58:12,2021-09-05 18:58:12,,0,和你在一起才是全世界,大柠著,百花洲文艺出版社,文学,当代作品（1949年~）,F,人文学院,20,硕士
84443,1322,58346,2020-09-14 10:16:13,2020-10-14 10:16:13,,0,废水COD组分表征方法体系构建与应用,卢培利 ... [等] 著,科学出版社,环境科学、安全科学,废水的处理与利用,M,机械工程学院,20,博士
86995,268,48886,2021-10-24 11:31:37,2021-11-23 11:31:37,,0,电机与拖动学习指导及习题解答,"刘玫, 孙雨萍编著",机械工业出版社,工业技术,电机,F,自动化学院,19,本科
7007,416,3900,2022-05-03 15:52:20,2022-06-02 15:52:20,2022-05-18 15:52:20,1,围炉夜话,(清) 王永彬著,岳麓书社,哲学、宗教,个人修养,M,机械工程学院,20,本科
17245,254,10063,2022-03-05 09:52:08,2022-04-04 09:52:08,2022-03-25 09:52:08,2,西方法律思想史.第3版,"徐爱国, 李桂林著",北京大学出版社,政治、法律,法的理论,F,人文学院,19,本科
83362,813,46514,2020-09-26 19:18:16,2020-10-26 19:18:16,2020-10-11 19:18:16,1,生物质材料现代分析技术,"邸明伟, 高振华主编",化学工业出版社,生物科学,生物工程学,M,能源与环境学院,19,硕士
67250,218,38064,2020-09-14 21:46:30,2020-10-14 21:46:30,2020-10-04 21:46:30,2,明朝那些事儿.典藏本,当年明月著,中国海关出版社,历史、地理,南宋（1127~1279年）,M,机械工程学院,19,本科
61774,960,34327,2021-03-18 19:03:32,2021-04-17 19:03:32,2021-04-07 19:03:32,2,佛教艺术,张法著,高等教育出版社,艺术,宗教艺术,M,艺术学院,20,硕士
44100,917,24629,2023-05-03 17:48:52,2023-06-02 17:48:52,,0,穆斯林的葬礼,霍达著,人民文学出版社,文学,当代作品（1949年~）,M,经济管理学院,20,硕士
65357,113,8742,2022-04-28 21:25:46,2022-05-28 21:25:46,,0,置身事内:中国政府与经济发展,兰小欢著,上海人民出版社,政治、法律,国家机关工作与人事管理,F,经济管理学院,18,本科
99189,1103,55888,2023-07-20 14:03:09,2023-08-19 14:03:09,,0,化工产品手册.无机化工原料.第5版,王光建主编,化学工业出版社,工业技术,一般性问题,M,化学化工学院,22,硕士
102294,350,58100,2024-04-26 21:03:27,2024-05-26 21:03:27,,0,一本书看懂多旋翼无人机,李德强著,化学工业出版社,航空、航天,各类型航天器,M,信息科学与工程学院,20,本科
94652,589,52950,2024-03-28 12:59:37,2024-04-27 12:59:37,,0,Python数据分析基础教程:NumPy学习指南,(印尼) Ivan Idris著,人民邮电出版社,工业技术,程序设计、软件工程,M,数学学院,22,本科
69818,340,30649,2022-04-16 22:00:41,2022-05-16 22:00:41,2022-05-06 22:00:41,2,美丽新世界,(英)阿道司·赫胥黎著,九州出版社,文学, 英国,F,艺术学院,20,本科
36882,112,23223,2022-06-04 16:03:15,2022-07-04 16:03:15,,0,从“绝望”开始,(日) 竹内好著,生活·读书·新知三联书店,文学,鲁迅著作及研究,F,经济管理学院,18,本科
4061,89,2309,2021-04-13 17:01:34,2021-05-13 17:01:34,2021-05-03 17:01:34,2,爱与生的苦恼,(德) 叔本华著,台海出版社,哲学、宗教,德国哲学,M,物理学院,18,本科
69564,998,53986,2022-10-24 19:54:33,2022-11-23 19:54:33,2022-11-13 19:54:33,2,数字图像处理Visual Studio C++技术实现,"杨淑莹, 张桦, 陈胜勇著",科学出版社,工业技术,程序语言、算法语言,M,电气工程学院,21,硕士
102503,336,58259,2021-08-12 13:10:12,2021-09-11 13:10:12,,0,环境工程与科学导论,"(美) Gilbert M. Masters, Wendell P. Ela",高等教育出版社,环境科学、安全科学,环境污染及其防治,F,土木工程学院,20,本科
44271,946,26565,2021-03-15 10:17:17,2021-04-14 10:17:17,,0,田入心扉,弱水千流[著],青岛出版社,文学,当代作品（1949年~）,F,人文学院,20,硕士
33288,509,45471,2024-01-11 18:54:47,2024-02-10 18:54:47,,0,工程电磁场导论,"冯慈璋, 马西奎主编",高等教育出版社,数理科学和化学,电磁学,M,电子科学与工程学院,21,本科
22084,461,30617,2024-01-16 16:55:22,2024-02-15 16:55:22,,0,面纱,(英) 毛姆著,人民文学出版社,文学, 英国,F,法学院,21,本科
18969,786,11925,2020-10-30 09:57:07,2020-11-29 09:57:07,2020-11-19 09:57:07,2,个人信息保护法理解与适用,程啸著,中国法制出版社,政治、法律,婚姻法,M,法学院,18,硕士
19798,1331,10815,2020-11-30 18:25:08,2020-12-30 18:25:08,,0,法治的细节,罗翔著,云南人民出版社,政治、法律,中国法律,F,法学院,20,博士
77420,527,41803,2022-09-01 14:04:04,2022-10-01 14:04:04,,0,高等代数学.第3版,"姚慕生, 吴泉水, 谢启鸿编著",复旦大学出版社,数理科学和化学,代数、数论、组合理论,M,数学学院,21,本科
90313,896,28547,2021-05-23 20:42:21,2021-06-22 20:42:21,2021-06-12 20:42:21,2,建筑师的旅行,(日) 光嶋裕介著,机械工业出版社,文学, 日本,M,能源与环境学院,20,硕士
76826,612,43103,2024-06-21 12:08:43,2024-07-21 12:08:43,2024-07-11 12:08:43,2,"代数拓扑,同伦论","徐森林, 薛春华著",中国科学技术大学出版社,数理科学和化学,拓扑（形势几何学）,M,数学学院,22,本科
35319,1303,22226,2020-07-16 16:44:25,2020-08-15 16:44:25,2020-08-05 16:44:25,2,宋夏战争与北宋文学,郭艳华著,商务印书馆,文学,文学评论和研究,M,能源与环境学院,19,博士
94428,250,53054,2022-04-10 21:17:40,2022-05-10 21:17:40,2022-04-25 21:17:40,1,用Python动手学强化学习,(日) 久保隆宏著,人民邮电出版社,工业技术,程序设计、软件工程,F,物理学院,19,本科
84999,1271,4959,2024-02-24 17:20:55,2024-03-25 17:20:55,2024-03-15 17:20:55,2,跳出色情陷阱,"(美) 温迪·马尔茨, (美) 拉瑞·马尔茨著",法律出版社,哲学、宗教,变态心理学、病态心理学、超意识心理学,M,能源与环境学院,18,博士
27161,17,16513,2021-03-01 16:52:34,2021-03-31 16:52:34,2021-03-21 16:52:34,2,信托与租赁.第2版,叶伟春编著,上海财经大学出版社,经济,金融、银行理论,F,经济管理学院,18,本科
76845,1073,24358,2023-03-31 19:45:19,2023-04-30 19:45:19,,0,长恨歌,王安忆著,南海出版社,文学,当代作品（1949年~）,F,数学学院,22,硕士
101217,902,57303,2022-06-24 11:51:30,2022-07-24 11:51:30,2022-07-14 11:51:30,2,项目经理实战技能一本通,赵志刚主编,中国建筑工业出版社,工业技术,技术管理,M,土木工程学院,20,硕士
69021,1120,39081,2022-11-16 15:51:55,2022-12-16 15:51:55,,0,痖弦回忆录,痖弦口述,江苏凤凰文艺出版社,历史、地理,人物传记：按学科分,F,人文学院,22,硕士
1262,1302,726,2022-10-10 14:25:46,2022-11-09 14:25:46,2022-10-25 14:25:46,1,中国经学诠释学与西方诠释学,杨乃乔主编,中西书局,哲学、宗教,其他哲学流派,M,人文学院,19,博士
72828,240,41623,2021-11-22 18:47:42,2021-12-22 18:47:42,,0,数学建模与数学实验.第2版,"主编曹建莉, 肖留超, 程涛",西安电子科技大学出版社,数理科学和化学,数理逻辑（符号逻辑）,F,人文学院,19,本科
11755,1308,6406,2021-05-15 13:21:08,2021-06-14 13:21:08,2021-05-30 13:21:08,1,现实的社会建构:知识社会学论纲:a treatise in the sociology of knowledge,"(美) 彼得·L. 伯格, (美) 托马斯·卢克曼著",北京大学出版社,社会科学总论,社会结构和社会关系,F,艺术学院,19,博士
65000,340,36572,2021-12-29 16:46:59,2022-01-28 16:46:59,,0,舞学典韵:中国古典舞之探径,曾湘玲著,吉林大学出版社,艺术,各种舞蹈,F,艺术学院,20,本科
23789,777,27381,2021-12-08 15:52:19,2022-01-07 15:52:19,2021-12-23 15:52:19,1,文化苦旅,"余秋雨,",作家出版社,文学,当代作品（1949年~）,M,经济管理学院,18,硕士
11717,1279,6576,2021-12-19 17:15:00,2022-01-18 17:15:00,2022-01-03 17:15:00,1,学会说话:社交沟通中的刻意练习,张心悦著,人民邮电出版社,社会科学总论,社会结构和社会关系,F,土木工程学院,19,博士
61379,880,34140,2020-09-30 20:24:54,2020-10-30 20:24:54,2020-10-15 20:24:54,1,中华艺术导论,李希凡主编,北京师范大学出版社,艺术,方针政策及其阐述,F,艺术学院,19,硕士
17869,220,10400,2020-12-12 12:29:28,2021-01-11 12:29:28,,0,"社会进步与商标观念:商标法律制度的过去、现在和未来:the past, present and future of trademark regime",杜颖著,北京大学出版社,政治、法律,民法,F,人文学院,19,本科
58984,1180,32956,2024-01-17 20:39:22,2024-02-16 20:39:22,,0,奥尼尔戏剧四种,奥尼尔,人民文学出版社,文学, 北美洲,M,计算机科学与工程学院,23,硕士
96730,1170,54355,2024-07-02 11:26:47,2024-08-01 11:26:47,2024-07-22 11:26:47,2,最优化模型与算法:基于Python实现,"渐令, 梁锡军编著",电子工业出版社,工业技术,程序语言、算法语言,M,电子科学与工程学院,23,硕士
75854,693,48542,2024-12-28 21:47:13,2025-01-27 21:47:13,,0,FloTHERM软件基础与应用实例.第2版,李波编著,中国水利水电出版社,工业技术,换热设备,M,信息科学与工程学院,23,本科
14753,364,8471,2023-10-13 12:14:30,2023-11-12 12:14:30,,0,时评中国:用理性反抗坏逻辑,曹林著,北京大学出版社,政治、法律,报刊社论,F,人文学院,20,本科
42465,670,24520,2024-06-30 12:25:36,2024-07-30 12:25:36,,0,平凡的世界,路遥著,陕西旅游出版社,文学,当代作品（1949年~）,M,数学学院,23,本科
64930,502,30220,2022-01-04 17:26:39,2022-02-03 17:26:39,,0,一个陌生女人的来信,(奥地利) 斯·茨威格著,人民文学出版社,文学, 非洲文学,F,外国语学院,21,本科
64966,1203,36541,2024-06-29 15:06:36,2024-07-29 15:06:36,2024-07-19 15:06:36,2,"成人学音乐,电子琴实战基础教程",成都飞笛成人音乐教学研究室主编,人民邮电出版社,艺术,电子乐器,M,法学院,23,硕士
56965,200,38062,2021-01-18 19:35:25,2021-02-17 19:35:25,,0,明朝那些事儿,当年明月著,浙江人民出版社,历史、地理,南宋（1127~1279年）,F,物理学院,19,本科
12728,725,7180,2024-05-11 11:34:08,2024-06-10 11:34:08,,0,独裁者手册,"(美) 布鲁斯·布尔诺·德·梅斯奎塔, 阿拉斯泰尔·史密斯著",江苏文艺出版社,社会科学总论,领导学,M,信息科学与工程学院,23,本科
100470,1290,58082,2020-11-24 16:32:33,2020-12-24 16:32:33,2020-12-14 16:32:33,2,高超声速飞行器用热防护与热结构材料技术,王俊山 ... 等著,科学出版社,航空、航天,航空用材料,M,土木工程学院,19,博士
102200,178,42369,2022-12-05 19:56:51,2023-01-04 19:56:51,2022-12-25 19:56:51,2,数学分析.第2版,梅加强编著,高等教育出版社,数理科学和化学,数学分析,M,物理学院,19,本科
9099,1166,53228,2024-09-03 16:07:10,2024-10-03 16:07:10,2024-09-23 16:07:10,2,实战Python网络爬虫,黄永祥著,清华大学出版社,工业技术,程序设计、软件工程,M,土木工程学院,23,硕士
67702,10,38261,2022-02-19 19:42:49,2022-03-21 19:42:49,2022-03-06 19:42:49,1,浙江永康 最后的抗战老兵,方军著,山东画报出版社,历史、地理,日本帝国主义入侵及全国抗日民主运动,F,数学学院,18,本科
90335,925,50417,2021-04-18 15:22:45,2021-05-18 15:22:45,2021-05-03 15:22:45,1,TMS320F28335 DSP原理、开发及应用,"符晓, 朱洪顺编著",清华大学出版社,工业技术,通信理论,M,电气工程学院,20,硕士
7986,869,4450,2021-03-17 19:44:47,2021-04-16 19:44:47,,0,无量之网:一个让你看见奇迹、超越极限、心想事成的神秘境地,(美) 格雷格·布雷登著,中国青年出版社,哲学、宗教,心理学,F,人文学院,19,硕士
102003,145,57878,2021-04-12 17:37:11,2021-05-12 17:37:11,2021-04-27 17:37:11,1,汽车悬架构件的设计计算.第2版,"彭莫, 刁增祥, 党潇正著",机械工业出版社,交通运输,汽车结构部件,M,机械工程学院,19,本科
14189,651,44794,2024-03-28 11:51:50,2024-04-27 11:51:50,,0,物理学（第七版）思考题分析与解答,周雨青主编,高等教育出版社,数理科学和化学,物理学,M,电气工程学院,22,本科
63095,444,35189,2024-04-23 13:23:52,2024-05-23 13:23:52,,0,八大山人花鸟山水画谱,本社编,上海人民美术出版社,艺术,中国画,F,艺术学院,21,本科
44519,1297,26709,2020-09-15 21:14:00,2020-10-15 21:14:00,,0,三生三世彼岸花:完美终结,女巫的猫著,江苏文艺出版社,文学,当代作品（1949年~）,F,物理学院,19,博士
15221,934,11293,2022-03-30 14:14:32,2022-04-29 14:14:32,,0,破产法学.第2版,主编韩长印,中国政法大学出版社,政治、法律,行政法,M,法学院,20,硕士
52437,943,30393,2022-04-24 18:00:06,2022-05-24 18:00:06,,0,阿伽门农的女儿,(阿尔巴) 伊斯玛伊尔·卡达莱,重庆出版社,文学, 南欧（东南欧、西南欧）,F,人文学院,20,硕士
51929,736,30210,2024-09-18 19:48:06,2024-10-18 19:48:06,,0,"不堪孤独, 就无法脱离庸俗",(德) 叔本华著,台海出版社,文学, 东欧、中欧,M,化学化工学院,24,本科
58390,413,31606,2022-09-03 20:26:13,2022-10-03 20:26:13,,0,西西弗神话:散论荒诞,(法) 加缪著,上海译文出版社,文学, 法国,F,人文学院,20,本科
20163,261,6615,2022-11-11 20:38:41,2022-12-11 20:38:41,,0,第二性,(法) 西蒙娜·德·波伏瓦著,上海译文出版社,社会科学总论,社会生活与社会问题,F,法学院,19,本科
35091,311,22069,2023-03-28 12:35:31,2023-04-27 12:35:31,,0,生态意识与中国当代文学,汪树东著,中国社会科学出版社,文学,文学评论和研究,M,人文学院,20,本科
12350,798,6939,2020-07-22 12:52:55,2020-08-21 12:52:55,,0,现代社会调查方法.第5版,风笑天著,华中科技大学出版社,社会科学总论,社会调查和社会分析,M,艺术学院,18,硕士
63537,247,35514,2022-04-18 20:45:09,2022-05-18 20:45:09,,0,千色缭乱:秋赤音个人画集,(日) 秋赤音绘,广东旅游出版社,艺术,各种画：按用途分,F,能源与环境学院,19,本科
90989,197,51169,2022-03-12 09:01:14,2022-04-11 09:01:14,,0,自动控制原理.第2版,苏鹏声编著,电子工业出版社,工业技术,自动化控制理论,F,机械工程学院,19,本科
86172,717,31601,2024-09-18 18:01:30,2024-10-18 18:01:30,2024-10-08 18:01:30,2,局外人,(法) 阿尔贝·加缪著,湖南文艺出版社,文学, 法国,M,能源与环境学院,23,本科
16104,670,24488,2024-01-16 10:52:39,2024-02-15 10:52:39,2024-02-05 10:52:39,2,蛙,莫言作品,浙江文艺出版社,文学,当代作品（1949年~）,M,数学学院,23,本科
65171,1246,36692,2024-11-29 21:48:24,2024-12-29 21:48:24,,0,程砚秋剧目及英译研究,王希宝著,中国戏剧出版社,艺术,京剧艺术,M,外国语学院,24,硕士
17422,1111,30973,2024-04-21 15:19:16,2024-05-21 15:19:16,2024-05-11 15:19:16,2,旧地重游.第2版,(英) 伊夫林·沃著,译林出版社,文学, 英国,F,法学院,22,硕士
27991,28,17036,2020-09-11 14:23:36,2020-10-11 14:23:36,,0,金融炼金术,乔治·索罗斯著,海南出版社,经济,中国金融、银行,F,经济管理学院,18,本科
