user_id,性别,DEPT,年级,类型,DEPT_encoded,dept_avg_renew,user_dept_avg_cat1_pref
389,M,土木工程学院,20,本科,3,0.6401294498381876,0.13268158935606036
390,M,土木工程学院,20,本科,3,0.6401294498381876,0.15693994965805766
391,M,经济管理学院,20,本科,11,0.5593798449612403,0.22034237726064032
392,M,经济管理学院,20,本科,11,0.5593798449612403,0.0803892462476075
393,M,化学化工学院,20,本科,2,0.5572176514584891,0.11723474730118534
394,F,机械工程学院,20,本科,6,0.7081920903954803,0.23928571428503836
395,F,人文学院,20,本科,0,0.4201434410426467,0.16757588661505782
396,F,经济管理学院,20,本科,11,0.5593798449612403,0.24947356242006907
397,M,自动化学院,20,本科,13,0.6293706293706294,0.32479254079102665
398,M,信息科学与工程学院,20,本科,1,0.7051756007393716,0.30798229399675897
399,M,土木工程学院,20,本科,3,0.6401294498381876,0.23942924389474676
400,F,信息科学与工程学院,20,本科,1,0.7051756007393716,0.24878591833247846
401,M,计算机科学与工程学院,20,本科,15,0.7337128399746996,0.23002319207107302
402,M,能源与环境学院,20,本科,12,0.6686073591057289,0.19882671279923533
403,M,土木工程学院,20,本科,3,0.6401294498381876,0.13622892181881696
404,M,数学学院,20,本科,5,0.6766998118785272,0.3203909172726147
405,M,电气工程学院,20,本科,10,0.5771838851216593,0.1977723911501424
406,M,电气工程学院,20,本科,10,0.5771838851216593,0.2511241251757761
407,M,数学学院,20,本科,5,0.6766998118785272,0.27270410071490453
408,M,能源与环境学院,20,本科,12,0.6686073591057289,0.25175856591727164
409,M,电子科学与工程学院,20,本科,9,0.5672328379334749,0.19028859007560253
410,F,人文学院,20,本科,0,0.4201434410426467,0.35123632925718895
411,F,法学院,20,本科,7,0.4060192023633678,0.18139945706381932
412,F,人文学院,20,本科,0,0.4201434410426467,0.10625874472554023
413,F,人文学院,20,本科,0,0.4201434410426467,0.20367599804616562
414,M,人文学院,20,本科,0,0.4201434410426467,0.15342910091105244
415,F,经济管理学院,20,本科,11,0.5593798449612403,0.21748902260496447
416,M,机械工程学院,20,本科,6,0.7081920903954803,0.13556989581675277
417,M,能源与环境学院,20,本科,12,0.6686073591057289,0.13324406148082618
418,M,自动化学院,20,本科,13,0.6293706293706294,0.26949427384084357
419,M,外国语学院,20,本科,4,0.4865988909426987,0.17841035120065432
420,M,外国语学院,20,本科,4,0.4865988909426987,0.3101805772771106
421,F,经济管理学院,20,本科,11,0.5593798449612403,0.2541169076048857
422,M,经济管理学院,20,本科,11,0.5593798449612403,0.2354651162787047
423,M,物理学院,20,本科,8,0.5721231766612642,0.33979860243725346
424,F,能源与环境学院,20,本科,12,0.6686073591057289,0.19473190683397126
425,F,经济管理学院,20,本科,11,0.5593798449612403,0.17626221772807185
426,F,经济管理学院,20,本科,11,0.5593798449612403,0.17155142118836453
427,F,机械工程学院,20,本科,6,0.7081920903954803,0.15235605240971506
428,M,外国语学院,20,本科,4,0.4865988909426987,0.16166616831500807
429,F,法学院,20,本科,7,0.4060192023633678,0.4886462216586134
430,M,人文学院,21,本科,0,0.4201434410426467,0.1550345749465399
431,F,法学院,21,本科,7,0.4060192023633678,0.33456818253183146
432,F,人文学院,21,本科,0,0.4201434410426467,0.32570815355250915
433,F,经济管理学院,21,本科,11,0.5593798449612403,0.2005247465709473
434,M,数学学院,21,本科,5,0.6766998118785272,0.4116679189805148
435,M,土木工程学院,21,本科,3,0.6401294498381876,0.09423391446546812
436,M,人文学院,21,本科,0,0.4201434410426467,0.17667685277999792
437,M,人文学院,21,本科,0,0.4201434410426467,0.1603750546257214
438,F,人文学院,21,本科,0,0.4201434410426467,0.17406656991744207
439,F,人文学院,21,本科,0,0.4201434410426467,0.17874535704282654
440,F,艺术学院,21,本科,14,0.5142951035162668,0.16940145789115654
441,F,艺术学院,21,本科,14,0.5142951035162668,0.2615986776595777
442,F,艺术学院,21,本科,14,0.5142951035162668,0.2863128491615407
443,F,艺术学院,21,本科,14,0.5142951035162668,0.21928947497184656
444,F,艺术学院,21,本科,14,0.5142951035162668,0.3021739940571853
445,M,艺术学院,21,本科,14,0.5142951035162668,0.2071937450005586
446,F,艺术学院,21,本科,14,0.5142951035162668,0.17419572336708036
447,F,艺术学院,21,本科,14,0.5142951035162668,0.2139518749768274
448,F,化学化工学院,21,本科,2,0.5572176514584891,0.2267098811584473
449,F,人文学院,21,本科,0,0.4201434410426467,0.09299246805987532
450,M,法学院,21,本科,7,0.4060192023633678,0.18187327197633352
451,F,人文学院,21,本科,0,0.4201434410426467,0.176190259189275
452,M,人文学院,21,本科,0,0.4201434410426467,0.2474240630897264
453,F,人文学院,21,本科,0,0.4201434410426467,0.33681730036025803
454,F,艺术学院,21,本科,14,0.5142951035162668,0.1298126848502632
455,M,化学化工学院,21,本科,2,0.5572176514584891,0.23409394656322824
456,F,艺术学院,21,本科,14,0.5142951035162668,0.16976339138979665
457,F,人文学院,21,本科,0,0.4201434410426467,0.2696596017841699
458,F,经济管理学院,21,本科,11,0.5593798449612403,0.16837209302299477
459,F,机械工程学院,21,本科,6,0.7081920903954803,0.20199309478913435
460,M,经济管理学院,21,本科,11,0.5593798449612403,0.11918252290326836
461,F,法学院,21,本科,7,0.4060192023633678,0.1899539692896084
462,M,经济管理学院,21,本科,11,0.5593798449612403,0.18064633041349218
463,M,电子科学与工程学院,21,本科,9,0.5672328379334749,0.2485659477772707
464,M,经济管理学院,21,本科,11,0.5593798449612403,0.15391627906952882
465,M,物理学院,21,本科,8,0.5721231766612642,0.26960505728593465
466,M,自动化学院,21,本科,13,0.6293706293706294,0.31929551929403077
467,M,信息科学与工程学院,21,本科,1,0.7051756007393716,0.16495576973819823
468,M,外国语学院,21,本科,4,0.4865988909426987,0.4382584585690589
469,F,人文学院,21,本科,0,0.4201434410426467,0.29191301851686524
470,M,经济管理学院,21,本科,11,0.5593798449612403,0.2974366925059988
471,M,法学院,21,本科,7,0.4060192023633678,0.18316659952519784
472,M,自动化学院,21,本科,13,0.6293706293706294,0.1922756981571547
473,M,能源与环境学院,21,本科,12,0.6686073591057289,0.3942322620701889
474,M,机械工程学院,21,本科,6,0.7081920903954803,0.2056967984928276
475,F,数学学院,21,本科,5,0.6766998118785272,0.2295451491528365
476,F,电子科学与工程学院,21,本科,9,0.5672328379334749,0.21724463316743134
477,M,电子科学与工程学院,21,本科,9,0.5672328379334749,0.14528553541240985
478,M,法学院,21,本科,7,0.4060192023633678,0.1405796363263334
479,M,法学院,21,本科,7,0.4060192023633678,0.30097165804966586
480,M,数学学院,21,本科,5,0.6766998118785272,0.240785887049685
481,M,电子科学与工程学院,21,本科,9,0.5672328379334749,0.18272060192880551
482,M,法学院,21,本科,7,0.4060192023633678,0.3865224160637999
483,M,人文学院,21,本科,0,0.4201434410426467,0.23733386262967054
484,F,人文学院,21,本科,0,0.4201434410426467,0.10027552458330566
485,M,人文学院,21,本科,0,0.4201434410426467,0.0970090743167808
486,F,经济管理学院,21,本科,11,0.5593798449612403,0.21155900086099844
487,F,法学院,21,本科,7,0.4060192023633678,0.07405142171330494
488,F,人文学院,21,本科,0,0.4201434410426467,0.1460585468087551
489,F,人文学院,21,本科,0,0.4201434410426467,0.32580496359679995
490,M,人文学院,21,本科,0,0.4201434410426467,0.1884741609040302
491,F,数学学院,21,本科,5,0.6766998118785272,0.2983435537848375
492,F,人文学院,21,本科,0,0.4201434410426467,0.18373336841470322
493,M,人文学院,21,本科,0,0.4201434410426467,0.24005603969031122
494,M,电子科学与工程学院,21,本科,9,0.5672328379334749,0.2329059829051588
495,M,人文学院,21,本科,0,0.4201434410426467,0.34078258926876986
496,M,能源与环境学院,21,本科,12,0.6686073591057289,0.1958971778644308
497,M,信息科学与工程学院,21,本科,1,0.7051756007393716,0.22388896788105686
498,F,艺术学院,21,本科,14,0.5142951035162668,0.304929346039591
499,F,人文学院,21,本科,0,0.4201434410426467,0.2832782625716355
500,F,经济管理学院,21,本科,11,0.5593798449612403,0.22733315512750996
501,F,外国语学院,21,本科,4,0.4865988909426987,0.06040665434352862
502,F,外国语学院,21,本科,4,0.4865988909426987,0.4117236598871916
503,F,法学院,21,本科,7,0.4060192023633678,0.3322830800012925
504,F,人文学院,21,本科,0,0.4201434410426467,0.14683110234503902
505,M,土木工程学院,21,本科,3,0.6401294498381876,0.23400547672341845
506,M,土木工程学院,21,本科,3,0.6401294498381876,0.23224574247920607
507,M,数学学院,21,本科,5,0.6766998118785272,0.21779091641973183
508,M,电子科学与工程学院,21,本科,9,0.5672328379334749,0.2414535831863206
509,M,电子科学与工程学院,21,本科,9,0.5672328379334749,0.21569021250473588
510,F,人文学院,21,本科,0,0.4201434410426467,0.298077926319523
511,F,人文学院,21,本科,0,0.4201434410426467,0.18571180689428107
512,F,物理学院,21,本科,8,0.5721231766612642,0.3453459179439188
513,M,物理学院,21,本科,8,0.5721231766612642,0.22955416634385
514,M,能源与环境学院,21,本科,12,0.6686073591057289,0.2780699250260213
515,M,电子科学与工程学院,21,本科,9,0.5672328379334749,0.25015923566790466
516,M,电子科学与工程学院,21,本科,9,0.5672328379334749,0.24606544670151867
517,M,人文学院,21,本科,0,0.4201434410426467,0.10169602126099256
518,M,机械工程学院,21,本科,6,0.7081920903954803,0.20672454182110542
519,F,人文学院,21,本科,0,0.4201434410426467,0.18349142695546372
520,F,电子科学与工程学院,21,本科,9,0.5672328379334749,0.16953758228785368
521,M,能源与环境学院,21,本科,12,0.6686073591057289,0.21724016494888462
522,F,机械工程学院,21,本科,6,0.7081920903954803,0.15515536723120013
523,F,艺术学院,21,本科,14,0.5142951035162668,0.16178886934306794
524,F,艺术学院,21,本科,14,0.5142951035162668,0.29096000800077926
525,F,人文学院,21,本科,0,0.4201434410426467,0.2693438020419825
526,F,人文学院,21,本科,0,0.4201434410426467,0.3306670779668924
527,M,数学学院,21,本科,5,0.6766998118785272,0.3800883208738264
528,M,自动化学院,21,本科,13,0.6293706293706294,0.2104118104108295
529,M,土木工程学院,21,本科,3,0.6401294498381876,0.22848899927197888
530,F,人文学院,21,本科,0,0.4201434410426467,0.32359415859815055
531,M,自动化学院,21,本科,13,0.6293706293706294,0.27781767781638267
532,F,人文学院,21,本科,0,0.4201434410426467,0.08741193708910465
533,F,法学院,21,本科,7,0.4060192023633678,0.27996522648889716
534,F,法学院,21,本科,7,0.4060192023633678,0.309956450872957
535,M,外国语学院,21,本科,4,0.4865988909426987,0.16625195506819235
536,F,人文学院,21,本科,0,0.4201434410426467,0.28832662476137105
537,F,化学化工学院,21,本科,2,0.5572176514584891,0.1856490396077714
538,F,土木工程学院,21,本科,3,0.6401294498381876,0.2385309404721734
539,M,数学学院,21,本科,5,0.6766998118785272,0.23885866795105815
540,M,数学学院,21,本科,5,0.6766998118785272,0.1666090784602835
541,M,数学学院,21,本科,5,0.6766998118785272,0.31373924450696644
542,M,电子科学与工程学院,21,本科,9,0.5672328379334749,0.26843107108770964
543,F,信息科学与工程学院,21,本科,1,0.7051756007393716,0.24687252442509638
544,M,信息科学与工程学院,21,本科,1,0.7051756007393716,0.13788605206376028
545,F,人文学院,21,本科,0,0.4201434410426467,0.10044129114068157
546,M,经济管理学院,21,本科,11,0.5593798449612403,0.1915348837206333
547,F,人文学院,21,本科,0,0.4201434410426467,0.2385187275717704
548,M,人文学院,21,本科,0,0.4201434410426467,0.19831109740094216
549,M,法学院,21,本科,7,0.4060192023633678,0.2450730778196517
550,F,艺术学院,21,本科,14,0.5142951035162668,0.3109397486595002
551,F,人文学院,21,本科,0,0.4201434410426467,0.30777843471580824
552,M,电气工程学院,21,本科,10,0.5771838851216593,0.22063439759888406
553,M,自动化学院,21,本科,13,0.6293706293706294,0.21888111888009848
554,F,电子科学与工程学院,21,本科,9,0.5672328379334749,0.26258007149633983
555,F,经济管理学院,21,本科,11,0.5593798449612403,0.23833830252397953
556,M,能源与环境学院,21,本科,12,0.6686073591057289,0.2130507685137097
557,M,土木工程学院,21,本科,3,0.6401294498381876,0.2000745317245855
558,F,经济管理学院,21,本科,11,0.5593798449612403,0.16422965116253607
559,M,电子科学与工程学院,21,本科,9,0.5672328379334749,0.1811849155791789
560,F,人文学院,21,本科,0,0.4201434410426467,0.3144234620386304
561,F,经济管理学院,21,本科,11,0.5593798449612403,0.09536434108512346
562,F,人文学院,21,本科,0,0.4201434410426467,0.18510309894779978
563,M,艺术学院,21,本科,14,0.5142951035162668,0.2446136244686284
564,F,经济管理学院,21,本科,11,0.5593798449612403,0.20581395348805298
565,F,经济管理学院,21,本科,11,0.5593798449612403,0.20760264140076914
566,F,经济管理学院,21,本科,11,0.5593798449612403,0.1604995693365298
567,F,经济管理学院,21,本科,11,0.5593798449612403,0.2200320769844223
568,F,艺术学院,21,本科,14,0.5142951035162668,0.279956980252281
569,F,人文学院,21,本科,0,0.4201434410426467,0.32709570448035236
570,F,能源与环境学院,21,本科,12,0.6686073591057289,0.26021960380083886
571,F,电气工程学院,21,本科,10,0.5771838851216593,0.3253206810391575
572,M,土木工程学院,21,本科,3,0.6401294498381876,0.16224379719490345
573,M,电气工程学院,21,本科,10,0.5771838851216593,0.09685380933347884
574,M,电子科学与工程学院,21,本科,9,0.5672328379334749,0.2332802547762446
575,F,人文学院,21,本科,0,0.4201434410426467,0.10064490630053162
576,F,能源与环境学院,21,本科,12,0.6686073591057289,0.1787765874859988
577,M,电子科学与工程学院,21,本科,9,0.5672328379334749,0.2471508407146488
578,M,经济管理学院,21,本科,11,0.5593798449612403,0.16796511627880936
579,M,经济管理学院,21,本科,11,0.5593798449612403,0.18944512443871075
580,M,电子科学与工程学院,21,本科,9,0.5672328379334749,0.10857882165566675
581,M,人文学院,22,本科,0,0.4201434410426467,0.15858112351120868
582,F,人文学院,22,本科,0,0.4201434410426467,0.09090208010537239
583,M,信息科学与工程学院,22,本科,1,0.7051756007393716,0.2208014259303058
584,M,能源与环境学院,22,本科,12,0.6686073591057289,0.3238938053089802
585,M,电气工程学院,22,本科,10,0.5771838851216593,0.27843519626416147
586,M,人文学院,22,本科,0,0.4201434410426467,0.13425086650066712
587,F,人文学院,22,本科,0,0.4201434410426467,0.18668157630894833
588,F,人文学院,22,本科,0,0.4201434410426467,0.18699642235627223
589,M,数学学院,22,本科,5,0.6766998118785272,0.19616656270211022
590,F,艺术学院,22,本科,14,0.5142951035162668,0.15778288969193047
591,F,数学学院,22,本科,5,0.6766998118785272,0.26328048015695615
592,M,自动化学院,22,本科,13,0.6293706293706294,0.21375291375191727
593,F,人文学院,22,本科,0,0.4201434410426467,0.36520544826215745
594,M,土木工程学院,22,本科,3,0.6401294498381876,0.14705655725041475
595,M,能源与环境学院,22,本科,12,0.6686073591057289,0.34812695455371717
596,M,机械工程学院,22,本科,6,0.7081920903954803,0.24584579594480238
597,M,电子科学与工程学院,22,本科,9,0.5672328379334749,0.13749956492938017
598,F,艺术学院,22,本科,14,0.5142951035162668,0.25187589002039895
599,F,人文学院,22,本科,0,0.4201434410426467,0.09522489781746338
600,F,能源与环境学院,22,本科,12,0.6686073591057289,0.08388854012657405
601,M,电气工程学院,22,本科,10,0.5771838851216593,0.31515755883400415
602,F,人文学院,22,本科,0,0.4201434410426467,0.11960703666563186
603,F,艺术学院,22,本科,14,0.5142951035162668,0.2681016540690085
604,F,人文学院,22,本科,0,0.4201434410426467,0.07542222564966806
605,F,人文学院,22,本科,0,0.4201434410426467,0.11105280628744692
606,M,人文学院,22,本科,0,0.4201434410426467,0.21427019036318468
607,M,自动化学院,22,本科,13,0.6293706293706294,0.22873637989810422
608,M,人文学院,22,本科,0,0.4201434410426467,0.3383164303646942
609,M,艺术学院,22,本科,14,0.5142951035162668,0.2706711054589846
610,M,电子科学与工程学院,22,本科,9,0.5672328379334749,0.2644449499535684
611,M,电子科学与工程学院,22,本科,9,0.5672328379334749,0.27057574622109826
612,M,数学学院,22,本科,5,0.6766998118785272,0.44607528993326884
613,M,电气工程学院,22,本科,10,0.5771838851216593,0.20946511059272832
614,M,自动化学院,22,本科,13,0.6293706293706294,0.26672151377909387
615,M,自动化学院,22,本科,13,0.6293706293706294,0.16866096866018238
616,M,能源与环境学院,22,本科,12,0.6686073591057289,0.23089615395996133
617,F,电气工程学院,22,本科,10,0.5771838851216593,0.2652952684852753
618,M,艺术学院,22,本科,14,0.5142951035162668,0.2920833137719564
619,F,人文学院,22,本科,0,0.4201434410426467,0.26718949285443677
620,F,人文学院,22,本科,0,0.4201434410426467,0.07987635974056899
621,M,人文学院,22,本科,0,0.4201434410426467,0.13107724002678034
622,M,电气工程学院,22,本科,10,0.5771838851216593,0.16363413212171235
623,M,物理学院,22,本科,8,0.5721231766612642,0.3005132360869772
624,M,电气工程学院,22,本科,10,0.5771838851216593,0.2231313298365408
625,M,信息科学与工程学院,22,本科,1,0.7051756007393716,0.2260736618549856
626,F,艺术学院,22,本科,14,0.5142951035162668,0.20684911615645155
627,F,艺术学院,22,本科,14,0.5142951035162668,0.1736225216340668
628,M,电气工程学院,22,本科,10,0.5771838851216593,0.24132867531255514
629,M,人文学院,22,本科,0,0.4201434410426467,0.21631646562458043
630,F,土木工程学院,22,本科,3,0.6401294498381876,0.28119225176994816
631,F,信息科学与工程学院,22,本科,1,0.7051756007393716,0.3126394288985064
632,M,物理学院,22,本科,8,0.5721231766612642,0.35012842749581
633,M,电子科学与工程学院,22,本科,9,0.5672328379334749,0.24053547301869835
634,M,信息科学与工程学院,22,本科,1,0.7051756007393716,0.2790110905723683
635,F,人文学院,22,本科,0,0.4201434410426467,0.39006709339061457
636,M,计算机科学与工程学院,22,本科,15,0.7337128399746996,0.20684617933063953
637,F,人文学院,22,本科,0,0.4201434410426467,0.12972245786302258
638,M,经济管理学院,22,本科,11,0.5593798449612403,0.08672059319164176
639,M,物理学院,22,本科,8,0.5721231766612642,0.15537209616339617
640,F,数学学院,22,本科,5,0.6766998118785272,0.17878687380946537
641,F,能源与环境学院,22,本科,12,0.6686073591057289,0.1428522141141078
642,M,电子科学与工程学院,22,本科,9,0.5672328379334749,0.22121569552489154
643,M,能源与环境学院,22,本科,12,0.6686073591057289,0.30895957470657054
644,F,人文学院,22,本科,0,0.4201434410426467,0.05864116603681758
645,M,人文学院,22,本科,0,0.4201434410426467,0.09048684022071043
646,F,人文学院,22,本科,0,0.4201434410426467,0.08885951872518363
647,M,土木工程学院,22,本科,3,0.6401294498381876,0.07835824729011706
648,F,艺术学院,22,本科,14,0.5142951035162668,0.18119454485675124
649,F,外国语学院,22,本科,4,0.4865988909426987,0.11535076137610634
650,M,人文学院,22,本科,0,0.4201434410426467,0.14670921403384832
651,M,电气工程学院,22,本科,10,0.5771838851216593,0.18477064220109785
652,M,信息科学与工程学院,22,本科,1,0.7051756007393716,0.19593345656146965
653,M,数学学院,22,本科,5,0.6766998118785272,0.24017199677441503
654,F,法学院,22,本科,7,0.4060192023633678,0.2503179878544533
655,M,自动化学院,22,本科,13,0.6293706293706294,0.1813382695727183
656,M,计算机科学与工程学院,22,本科,15,0.7337128399746996,0.24514077644852383
657,F,艺术学院,22,本科,14,0.5142951035162668,0.18734502434767414
658,M,数学学院,22,本科,5,0.6766998118785272,0.25575562124808093
659,F,计算机科学与工程学院,22,本科,15,0.7337128399746996,0.27427979989476337
660,F,经济管理学院,22,本科,11,0.5593798449612403,0.14414862336251374
661,F,人文学院,22,本科,0,0.4201434410426467,0.2790398970328369
662,F,法学院,22,本科,7,0.4060192023633678,0.4648354910641054
663,M,电子科学与工程学院,22,本科,9,0.5672328379334749,0.28779635527145153
664,M,经济管理学院,22,本科,11,0.5593798449612403,0.23162216480010026
665,M,电子科学与工程学院,22,本科,9,0.5672328379334749,0.21013664325691878
666,M,经济管理学院,22,本科,11,0.5593798449612403,0.16752583979302194
667,M,法学院,22,本科,7,0.4060192023633678,0.4469411619883427
668,F,人文学院,22,本科,0,0.4201434410426467,0.2024729441400973
669,F,物理学院,22,本科,8,0.5721231766612642,0.23492624789094307
670,M,数学学院,23,本科,5,0.6766998118785272,0.1992506758139989
671,M,自动化学院,23,本科,13,0.6293706293706294,0.18377118377032703
672,M,人文学院,23,本科,0,0.4201434410426467,0.16656253000146112
673,F,数学学院,23,本科,5,0.6766998118785272,0.24696894076026846
674,M,数学学院,23,本科,5,0.6766998118785272,0.40098241213425045
675,F,人文学院,23,本科,0,0.4201434410426467,0.30966347266113237
676,F,人文学院,23,本科,0,0.4201434410426467,0.302365834639836
677,M,能源与环境学院,23,本科,12,0.6686073591057289,0.2659798898593767
678,M,信息科学与工程学院,23,本科,1,0.7051756007393716,0.185073937152992
679,F,人文学院,23,本科,0,0.4201434410426467,0.24971851623332325
680,M,法学院,23,本科,7,0.4060192023633678,0.1907865583452903
681,M,人文学院,23,本科,0,0.4201434410426467,0.33797534632421483
682,M,物理学院,23,本科,8,0.5721231766612642,0.2986938697667151
683,M,计算机科学与工程学院,23,本科,15,0.7337128399746996,0.2914611005674165
684,F,信息科学与工程学院,23,本科,1,0.7051756007393716,0.1966362446082949
685,M,信息科学与工程学院,23,本科,1,0.7051756007393716,0.2462428674751202
686,M,数学学院,23,本科,5,0.6766998118785272,0.38703881444976035
687,M,能源与环境学院,23,本科,12,0.6686073591057289,0.08644470153382217
688,F,经济管理学院,23,本科,11,0.5593798449612403,0.2421564482025844
689,M,信息科学与工程学院,23,本科,1,0.7051756007393716,0.17467652495338568
690,M,计算机科学与工程学院,23,本科,15,0.7337128399746996,0.20891669658140932
691,M,信息科学与工程学院,23,本科,1,0.7051756007393716,0.25785582255023604
692,M,电气工程学院,23,本科,10,0.5771838851216593,0.15372342057561952
693,M,信息科学与工程学院,23,本科,1,0.7051756007393716,0.14517868145376192
694,M,电子科学与工程学院,23,本科,9,0.5672328379334749,0.24880081780206056
695,M,人文学院,23,本科,0,0.4201434410426467,0.18404741706956246
696,M,数学学院,23,本科,5,0.6766998118785272,0.4294032582115641
697,F,人文学院,23,本科,0,0.4201434410426467,0.2293542868076458
698,M,电子科学与工程学院,23,本科,9,0.5672328379334749,0.21252237625335896
699,M,电气工程学院,23,本科,10,0.5771838851216593,0.19012945570508344
700,M,信息科学与工程学院,23,本科,1,0.7051756007393716,0.16455217610447612
701,M,计算机科学与工程学院,23,本科,15,0.7337128399746996,0.23583175205416934
702,F,法学院,23,本科,7,0.4060192023633678,0.16905248066699172
703,M,经济管理学院,23,本科,11,0.5593798449612403,0.19406877360335645
704,M,土木工程学院,23,本科,3,0.6401294498381876,0.14332973750418554
705,M,自动化学院,23,本科,13,0.6293706293706294,0.20559440559344713
706,M,能源与环境学院,23,本科,12,0.6686073591057289,0.30081217978504704
707,M,计算机科学与工程学院,23,本科,15,0.7337128399746996,0.21986084756344176
708,F,电子科学与工程学院,23,本科,9,0.5672328379334749,0.2856890102102923
709,M,能源与环境学院,23,本科,12,0.6686073591057289,0.20225044588545035
710,F,人文学院,23,本科,0,0.4201434410426467,0.26027975777319473
711,M,土木工程学院,23,本科,3,0.6401294498381876,0.25372168284734903
712,M,数学学院,23,本科,5,0.6766998118785272,0.39626444504059055
713,M,电子科学与工程学院,23,本科,9,0.5672328379334749,0.26393017220949305
714,M,机械工程学院,23,本科,6,0.7081920903954803,0.24461790068322217
715,M,电气工程学院,23,本科,10,0.5771838851216593,0.2816114878329413
716,M,自动化学院,23,本科,13,0.6293706293706294,0.20022083179884576
717,M,能源与环境学院,23,本科,12,0.6686073591057289,0.2229040521652937
718,F,外国语学院,23,本科,4,0.4865988909426987,0.1021894320857028
719,M,数学学院,23,本科,5,0.6766998118785272,0.287426934962947
720,M,能源与环境学院,23,本科,12,0.6686073591057289,0.16634613939892448
721,M,电子科学与工程学院,23,本科,9,0.5672328379334749,0.1672859164891462
722,M,自动化学院,23,本科,13,0.6293706293706294,0.1996456876447569
723,F,经济管理学院,23,本科,11,0.5593798449612403,0.1856201550384719
724,M,电气工程学院,23,本科,10,0.5771838851216593,0.2132907857989099
725,M,信息科学与工程学院,23,本科,1,0.7051756007393716,0.15902155337737472
726,M,信息科学与工程学院,23,本科,1,0.7051756007393716,0.20345713955590702
727,M,经济管理学院,23,本科,11,0.5593798449612403,0.2480202742989595
728,M,信息科学与工程学院,23,本科,1,0.7051756007393716,0.1816741484020096
729,M,人文学院,23,本科,0,0.4201434410426467,0.07265646361036762
730,M,经济管理学院,23,本科,11,0.5593798449612403,0.14014591883243208
731,M,人文学院,23,本科,0,0.4201434410426467,0.11940052954927682
732,M,人文学院,23,本科,0,0.4201434410426467,0.06394597825243777
733,M,人文学院,23,本科,0,0.4201434410426467,0.13186219964955842
734,M,人文学院,24,本科,0,0.4201434410426467,0.1938348995801037
735,M,数学学院,24,本科,5,0.6766998118785272,0.4168592672209527
736,M,化学化工学院,24,本科,2,0.5572176514584891,0.167913238592611
737,F,外国语学院,24,本科,4,0.4865988909426987,0.10284773567420126
738,F,人文学院,24,本科,0,0.4201434410426467,0.25172043059511795
739,M,电子科学与工程学院,24,本科,9,0.5672328379334749,0.18063559464769433
740,F,能源与环境学院,24,本科,12,0.6686073591057289,0.16476478807600195
741,M,机械工程学院,24,本科,6,0.7081920903954803,0.18767150928114865
742,F,机械工程学院,24,本科,6,0.7081920903954803,0.19378531073391586
743,M,电子科学与工程学院,24,本科,9,0.5672328379334749,0.31098590015677424
744,F,艺术学院,24,本科,14,0.5142951035162668,0.20274400262865142
745,M,土木工程学院,24,本科,3,0.6401294498381876,0.25475064309960804
746,M,土木工程学院,24,本科,3,0.6401294498381876,0.17092455104982476
747,M,信息科学与工程学院,24,本科,1,0.7051756007393716,0.16736367837299593
748,M,信息科学与工程学院,24,本科,1,0.7051756007393716,0.16823420680617865
749,M,外国语学院,24,本科,4,0.4865988909426987,0.14553944936210594
750,M,电子科学与工程学院,24,本科,9,0.5672328379334749,0.26913621633606855
751,M,土木工程学院,24,本科,3,0.6401294498381876,0.22083888571562227
752,F,能源与环境学院,24,本科,12,0.6686073591057289,0.24897420542448728
753,M,人文学院,24,本科,0,0.4201434410426467,0.29719673016094916
754,M,信息科学与工程学院,24,本科,1,0.7051756007393716,0.28917408838783804
755,M,数学学院,24,本科,5,0.6766998118785272,0.1548819643838042
756,M,人文学院,24,本科,0,0.4201434410426467,0.14829438831895198
757,M,经济管理学院,24,本科,11,0.5593798449612403,0.2162236987815031
758,M,人文学院,24,本科,0,0.4201434410426467,0.2942083751058115
759,M,机械工程学院,18,硕士,6,0.7081920903954803,0.24169805398550684
760,M,机械工程学院,18,硕士,6,0.7081920903954803,0.25351089588306114
761,F,信息科学与工程学院,18,硕士,1,0.7051756007393716,0.12980841284877837
762,M,信息科学与工程学院,18,硕士,1,0.7051756007393716,0.14411968576676498
763,M,信息科学与工程学院,18,硕士,1,0.7051756007393716,0.16348197781847623
764,M,土木工程学院,18,硕士,3,0.6401294498381876,0.2581528503853031
765,M,土木工程学院,18,硕士,3,0.6401294498381876,0.1880139038711034
766,M,土木工程学院,18,硕士,3,0.6401294498381876,0.1634402275175448
767,M,土木工程学院,18,硕士,3,0.6401294498381876,0.17842502696833135
768,M,土木工程学院,18,硕士,3,0.6401294498381876,0.16059728609515114
769,M,电子科学与工程学院,18,硕士,9,0.5672328379334749,0.1919289824295495
770,M,数学学院,18,硕士,5,0.6766998118785272,0.2884366372668215
771,M,自动化学院,18,硕士,13,0.6293706293706294,0.27015687015561074
772,M,自动化学院,18,硕士,13,0.6293706293706294,0.30607287449250026
773,F,经济管理学院,18,硕士,11,0.5593798449612403,0.1781562958304382
774,M,经济管理学院,18,硕士,11,0.5593798449612403,0.140785529715544
775,M,经济管理学院,18,硕士,11,0.5593798449612403,0.08312661498695122
776,F,经济管理学院,18,硕士,11,0.5593798449612403,0.13417899929507035
777,M,经济管理学院,18,硕士,11,0.5593798449612403,0.16014284469969073
778,F,经济管理学院,18,硕士,11,0.5593798449612403,0.19645796064370258
