inter_id,user_id,book_id,借阅时间,还书时间,续借时间,续借次数
67916,1013,38401,2022-03-09 13:03:25,2022-04-0614:18:48,,0
16325,420,9557,2021-06-19 17:33:38,2021-06-2311:23:46,,0
43916,832,26377,2020-11-09 21:38:29,2020-11-1717:56:12,,0
52469,365,30421,2024-05-24 21:09:35,2024-05-2421:13:24,,0
46750,911,27560,2020-12-10 21:38:47,2020-12-1115:05:46,,0
49358,1013,28650,2022-04-06 14:50:04,2022-04-1119:07:00,,0
99461,447,56075,2023-04-02 17:31:21,2023-04-1709:41:58,,0
43782,818,25746,2020-09-06 09:51:11,2020-09-2011:06:28,,0
95818,401,53818,2022-02-17 19:05:32,2022-02-2010:31:32,,0
84493,894,47333,2021-11-16 11:34:49,2021-12-2020:03:45,,0
94512,337,53041,2021-08-05 21:07:37,2021-12-1520:47:11,2021-11-1419:57:28,2
97772,99,54951,2020-12-06 14:47:07,2020-12-2410:36:17,,0
38761,469,24159,2023-06-20 15:40:41,2023-10-0821:45:29,2023-08-2621:53:01,1
84973,1131,47645,2023-11-28 21:50:14,2024-01-0419:40:08,,0
62157,1257,34529,2024-10-17 21:05:38,2024-11-1618:34:55,,0
34795,265,21860,2021-05-24 19:30:20,2022-06-0521:04:09,,0
19856,1331,11645,2021-05-17 19:14:26,2021-08-0318:08:22,2021-07-0713:30:32,2
46185,689,27835,2024-04-18 09:17:53,2024-05-2611:26:16,2024-05-0909:27:03,1
17828,1331,10228,2023-09-20 17:24:54,2023-09-2021:54:33,,0
19240,1006,11279,2024-04-15 09:48:58,2024-05-1719:54:16,,0
35552,365,22402,2024-04-19 09:54:41,2024-04-1912:24:31,,0
5799,185,3201,2021-07-28 19:41:13,2021-10-0914:25:46,,0
99983,1066,56495,2022-09-11 20:53:44,2022-12-1017:42:41,2022-11-0910:16:05,2
96655,1185,54259,2023-09-21 09:16:59,2023-12-0611:50:18,2023-11-1410:26:06,2
17002,1331,9853,2023-12-27 16:34:41,2023-12-2721:59:16,,0
76479,201,43013,2021-06-25 13:10:55,2021-07-0112:14:56,2022-12-1120:55:44,0
78329,1304,43861,2022-04-13 20:09:10,2022-08-1609:07:07,2024-12-2009:55:55,2
57103,850,32106,2021-08-18 18:55:44,2021-08-2009:38:37,,0
80958,119,45139,2020-08-28 15:45:49,2020-09-2217:56:34,2020-09-2023:25:58,1
63934,1329,35764,2024-01-10 13:04:46,2024-01-3112:33:06,,0
59294,843,32806,2020-12-11 15:33:07,2021-01-1018:37:16,,0
15046,786,8661,2020-09-27 18:06:54,2020-12-2619:21:18,2020-11-2117:55:35,2
33669,298,21122,2022-05-15 15:53:02,2022-06-1412:53:34,,0
18836,1299,10986,2020-05-13 12:11:40,2020-05-2508:59:17,,0
66938,846,37838,2022-04-27 19:26:44,2022-05-2610:24:22,,0
74442,91,42317,2020-08-24 16:31:51,2020-09-2613:08:09,2020-09-1612:08:36,1
35004,365,22003,2024-05-22 17:42:23,2024-05-2217:43:59,,0
53859,272,30777,2021-03-10 13:05:46,2021-03-1116:04:39,2023-09-2511:19:54,0
83862,950,46903,2022-03-11 17:39:18,2022-09-2213:27:18,2022-06-0907:33:01,2
3657,547,2036,2022-09-28 16:28:36,2022-11-0310:16:09,,0
102657,1263,58383,2020-08-27 09:35:38,2020-11-2510:00:19,2020-10-1921:24:09,2
71906,911,41142,2020-11-09 17:16:21,2021-03-1914:25:06,2021-01-0508:27:30,2
81649,211,45504,2021-11-08 17:05:14,2021-11-1417:00:30,,0
86830,622,48797,2023-06-20 13:35:11,2023-08-1811:42:39,,0
84130,504,47114,2023-04-12 20:42:01,2023-04-1516:02:55,,0
18795,863,10928,2020-01-10 21:09:27,2020-01-1021:10:04,,0
72753,182,41620,2021-04-02 16:37:03,2021-07-1212:32:26,2021-06-0115:48:32,2
21212,1299,12536,2021-07-21 09:08:50,2021-09-2817:09:35,,0
93003,1147,52209,2023-09-25 19:24:15,2023-12-2311:06:29,2023-11-1821:36:04,2
79193,353,44248,2022-03-23 21:44:54,2022-05-0711:12:40,,0
77292,9,43390,2020-09-05 20:55:00,2020-12-1313:26:49,2020-11-1110:09:34,2
6743,547,3715,2024-10-16 17:38:30,2024-10-1617:38:56,,0
42810,1014,26059,2024-03-23 20:50:48,2024-04-2718:33:54,,0
82660,1029,46023,2024-01-20 21:10:43,2024-03-2417:23:10,2024-02-1711:18:25,1
82917,200,46195,2023-05-25 17:50:47,2023-06-1917:54:58,,0
88561,1235,49764,2024-10-30 13:41:56,,2024-12-1922:54:35,2
69036,1260,39197,2024-11-02 16:12:59,2024-11-1513:25:52,,0
44700,311,26795,2024-03-18 10:32:36,2024-05-2713:12:20,2024-05-1221:41:54,2
14706,352,8434,2022-10-29 14:35:21,2022-11-0419:18:15,,0
26000,171,15584,2021-10-31 19:41:36,2021-10-3119:41:58,,0
85766,336,48185,2022-05-10 21:41:25,2022-06-0514:54:41,,0
65033,30,36598,2021-10-08 20:07:36,2021-11-0708:51:35,2020-11-0113:45:17,0
24904,110,14823,2021-04-26 19:23:44,2021-06-2209:05:09,2021-05-2016:22:18,1
101810,824,57764,2020-10-18 09:25:02,2020-12-1918:10:40,2020-11-1211:47:38,1
53491,365,30687,2023-04-15 16:08:09,2023-04-2421:57:41,,0
3894,944,2166,2020-12-02 16:02:51,2021-01-2112:18:43,2020-12-2511:23:52,1
64040,1272,35839,2020-01-09 15:43:42,2020-06-1016:39:01,,0
26716,958,16165,2020-11-23 15:34:52,2020-11-2418:01:58,,0
75571,313,42647,2022-05-19 08:08:49,2022-06-2916:40:35,2022-06-1014:50:16,1
5820,345,3216,2023-10-19 09:23:23,2023-11-0809:58:31,,0
86337,1346,48539,2022-11-02 14:25:17,2022-12-0314:20:29,,0
48043,318,28376,2024-02-26 17:30:25,2024-04-1016:15:23,2024-03-2118:58:16,1
85492,1433,48000,2024-07-09 10:27:02,2024-09-2310:01:41,2024-08-2513:14:57,1
15919,537,9277,2024-04-16 21:57:26,2024-05-1720:44:25,,0
19941,1331,11193,2023-11-29 13:35:18,2023-11-3021:27:51,,0
84634,1437,47416,2024-03-06 21:42:50,2024-06-0218:39:09,2024-05-0321:29:03,2
66496,957,37553,2022-04-14 18:28:01,2022-06-2814:34:10,2022-06-0809:30:52,2
37400,260,23526,2021-08-13 18:01:36,2021-10-1919:06:26,,0
17480,1299,10169,2020-07-08 15:58:58,2020-08-2312:20:04,2020-08-0207:37:08,1
73604,416,41944,2021-01-22 16:53:48,2021-03-0216:37:23,,0
93704,352,52596,2021-10-22 10:38:33,2022-02-1412:29:26,2021-12-2101:16:36,2
45154,32,27111,2020-12-09 16:10:32,2020-12-1116:16:27,,0
73047,709,41600,2023-12-28 11:50:50,2024-02-1811:20:55,,0
49422,1062,29164,2023-11-02 13:29:11,2023-11-2721:10:44,,0
100511,767,56839,2020-01-05 16:14:31,2020-08-1416:03:51,,0
89990,189,50553,2021-07-02 11:02:43,2021-08-0412:07:49,,0
33236,1149,20843,2024-07-09 10:42:17,2024-10-2218:51:10,2024-09-2015:43:29,2
8353,687,4692,2023-12-16 21:54:11,2024-02-1813:00:05,2024-01-0508:35:02,1
35395,32,22272,2021-06-11 15:01:33,2021-06-1307:54:52,,0
73653,474,41891,2024-08-20 11:52:18,2024-10-0822:14:12,2024-09-1809:18:00,1
41718,453,25710,2024-03-17 16:06:09,2024-06-1417:47:23,2024-05-1416:01:16,2
4654,944,2577,2020-10-08 11:56:18,2020-11-1815:25:44,2020-11-0309:10:36,1
99273,1106,55944,2022-09-19 11:10:54,2022-10-1809:00:35,2022-10-1708:11:49,1
32468,1085,20249,2024-10-18 10:29:28,2024-10-2808:06:43,,0
1287,4,749,2021-06-07 15:00:31,2021-10-2216:38:21,2021-07-0522:48:45,1
4691,944,2595,2021-06-17 18:25:59,2021-06-1721:22:28,,0
40514,311,25229,2024-04-22 21:07:04,2024-04-2221:07:14,,0
55528,963,30732,2020-11-17 15:14:20,2021-01-1516:51:46,2021-01-0622:35:15,2
4021,270,2281,2021-08-15 17:21:37,2021-11-1916:38:31,2021-10-1801:47:36,1
79781,1446,44534,2024-10-15 20:44:34,2024-10-2419:20:08,,0
40575,327,24564,2022-02-21 16:08:19,2022-03-0412:17:09,,0
33315,1021,20891,2022-09-20 19:33:29,2022-11-0610:57:07,,0
63115,885,35180,2020-10-20 16:42:50,2020-11-2016:17:18,,0
13836,115,7895,2021-06-04 16:50:24,2021-06-3020:27:35,2023-12-2720:38:43,0
58787,1000,32207,2022-09-04 13:54:59,2022-10-3110:35:04,,0
40402,311,24368,2024-05-24 12:38:06,2024-06-0216:41:13,,0
38284,322,24084,2023-09-09 20:00:21,2023-10-0816:28:58,,0
23025,1081,13644,2023-02-24 10:50:08,2023-02-2608:53:10,,0
39857,72,24337,2021-05-06 19:46:45,2021-05-1411:53:24,2024-09-2009:34:36,0
97934,1149,55062,2024-10-31 14:10:28,,2024-12-2617:32:00,2
29263,1310,17885,2021-03-23 10:02:26,2021-06-2216:08:24,2022-02-1710:13:45,2
10943,139,6246,2020-09-02 19:38:43,2020-11-0117:24:57,2020-10-0416:37:54,1
71571,1328,40916,2020-11-20 13:00:02,2021-03-2212:07:47,2021-01-1608:16:56,2
11004,307,6213,2023-12-14 17:00:37,2024-02-2809:01:43,,0
93983,634,52729,2022-09-19 16:44:13,2022-09-3009:47:25,,0
35130,432,22093,2022-09-22 18:16:23,2022-11-0913:47:28,2022-10-1615:48:53,1
81588,99,45457,2021-01-16 17:22:13,2021-03-0212:18:22,,0
24193,171,14371,2021-10-17 21:21:38,2021-10-2409:29:40,,0
86335,971,48542,2023-08-27 15:00:52,2023-11-2518:12:18,2023-10-2010:40:41,2
57095,1370,32017,2024-06-19 12:48:03,2024-08-2214:27:12,,0
55138,1223,31426,2023-09-14 17:14:27,2023-09-2009:48:31,,0
45161,41,27118,2022-03-12 17:58:14,2022-05-0414:45:42,2022-04-0614:18:49,1
39660,365,24394,2021-06-26 09:19:33,2021-06-3012:32:57,,0
74011,541,42082,2022-09-05 20:33:49,2022-12-0519:39:40,2022-10-2507:04:51,2
27826,110,16915,2020-09-25 13:21:13,2020-10-1112:43:49,,0
40865,380,25371,2022-11-28 18:38:31,2023-03-0909:36:38,,0
26815,1085,16245,2024-03-18 08:48:55,2024-03-1821:52:34,,0
86442,1339,48600,2023-05-25 10:41:42,2023-09-2414:54:43,2023-06-1816:33:03,1
65725,365,37087,2024-05-24 21:09:42,2024-05-2421:12:34,,0
13377,1331,7521,2021-05-29 08:30:04,2021-06-1617:20:40,,0
68821,311,39058,2023-10-16 21:50:40,2023-10-1621:50:55,,0
34384,1372,21587,2022-10-17 16:17:01,2023-02-2518:10:28,2022-12-1222:45:35,2
40496,311,25223,2023-06-30 14:28:35,2023-08-1512:49:46,,0
61808,365,34341,2024-04-15 15:02:42,2024-04-1521:14:02,,0
6704,529,3734,2022-10-08 21:51:20,2022-10-0919:56:43,,0
68236,759,38645,2020-01-04 13:21:50,2020-01-0921:06:19,,0
808,943,477,2022-03-14 16:28:09,2022-04-2720:14:05,2022-04-0610:19:12,1
49239,891,29196,2022-11-02 20:12:46,2022-11-0319:49:56,,0
93084,1083,52231,2024-11-15 21:55:59,,2024-12-0513:01:18,1
43518,1128,24564,2023-10-30 21:55:29,2023-11-0221:31:01,,0
71609,760,40939,2020-12-17 12:19:00,2021-04-0612:40:53,2021-03-1811:59:39,2
38513,71,24159,2021-01-08 09:00:24,2021-03-1909:14:13,,0
64412,446,36115,2023-12-13 11:43:25,2024-01-1220:55:32,2024-01-1209:48:53,1
96781,49,54384,2020-09-15 21:48:43,2020-09-2520:08:52,,0
80071,1131,44680,2024-05-28 21:09:20,2024-09-2715:11:19,2024-08-2521:33:44,1
70202,1085,40011,2024-12-14 10:46:29,2024-12-1418:02:57,,0
27973,843,17020,2020-12-06 16:40:13,2021-01-1018:37:26,2021-01-0517:09:02,1
54553,487,31278,2022-06-12 20:00:18,2022-06-1318:35:49,,0
98229,463,55277,2022-03-10 17:55:04,2022-04-1217:08:51,2022-04-0516:57:09,1
84190,967,47151,2021-10-23 17:29:44,2021-12-2209:44:10,2021-11-2007:19:08,1
22657,1078,13347,2023-08-31 20:13:15,2023-09-0610:32:21,,0
20477,939,11734,2020-12-12 15:40:56,2020-12-3014:44:43,,0
87299,1131,49048,2024-12-16 21:05:22,,,0
61183,916,33868,2021-05-19 14:42:47,2021-06-2414:28:16,,0
44505,1295,24649,2021-07-10 12:19:16,2021-10-1911:10:37,,0
58659,654,32840,2023-06-15 21:35:27,2023-06-2318:41:20,,0
32416,113,20232,2021-06-22 13:14:23,2021-06-2410:55:45,2022-02-1414:45:54,0
14305,1267,8163,2022-01-13 10:39:27,2022-06-0114:33:34,,0
97931,1149,55059,2024-10-31 14:10:22,,2024-12-2617:31:57,2
70376,1320,40104,2021-03-27 19:30:32,2021-05-1120:36:48,2021-04-2016:13:48,1
47704,126,28745,2021-05-31 21:22:04,2021-06-1619:40:21,,0
101192,1106,57286,2023-11-21 20:08:21,2024-01-1910:45:52,2024-01-1812:11:10,2
64540,2,36212,2020-09-27 19:07:41,2020-10-2418:03:48,2024-06-1312:34:34,0
35155,322,22117,2023-11-23 21:36:30,2023-12-2419:57:02,,0
29262,1310,17885,2020-11-27 19:23:56,2021-03-2310:02:05,2022-02-1710:13:45,2
10975,241,6259,2022-12-01 16:05:31,2022-12-1115:17:10,,0
5027,284,2767,2023-12-27 09:08:24,2024-01-1321:15:41,,0
18333,1331,10676,2023-09-26 13:45:27,2023-09-2621:53:25,,0
8704,151,4909,2022-09-30 21:42:19,2022-12-1210:37:05,,0
46782,944,28171,2020-10-15 17:24:09,2020-11-1715:07:09,2020-11-0812:36:39,1
91711,189,51597,2021-05-05 10:07:46,2021-08-0516:10:46,,0
41965,515,24786,2022-01-07 20:28:40,2022-03-0118:13:56,,0
90930,894,51125,2021-11-16 11:34:58,2021-12-2020:03:23,,0
17202,1331,10034,2024-03-19 11:40:30,2024-03-2120:09:01,2024-06-0115:44:21,2
18874,1299,10976,2021-07-21 09:05:39,2021-09-2817:10:04,,0
61701,357,34277,2022-05-03 18:03:28,2022-05-0318:05:23,,0
71660,960,40971,2022-09-12 16:03:31,2022-11-1010:24:00,2022-11-0413:54:05,2
97964,694,55078,2024-09-06 16:38:12,2024-11-0521:26:52,2024-10-0512:09:43,1
62395,800,34636,2021-01-09 16:46:34,2021-05-0213:39:11,2021-04-1720:02:41,2
85037,459,47675,2024-04-02 21:53:58,2024-06-1821:46:01,2024-05-3114:57:56,2
99516,446,56086,2023-12-14 18:24:23,2024-01-1220:55:52,,0
51007,540,29780,2023-04-14 13:31:45,2023-05-2915:20:11,2023-05-0422:28:22,1
42367,631,24588,2023-04-22 21:50:00,2023-05-0221:52:07,,0
4083,262,2233,2021-10-11 16:09:06,2021-11-1115:45:51,,0
68461,919,38785,2021-04-26 21:12:22,2021-06-0914:16:53,,0
43546,1146,24590,2024-12-24 13:29:06,,,0
5726,311,3149,2024-03-24 13:38:25,2024-03-3117:16:16,,0
29267,448,17887,2024-03-17 18:37:28,2024-05-2409:35:48,2024-04-1109:03:16,1
91759,472,51623,2023-06-10 21:54:09,2023-08-2911:42:30,,0
14582,1348,8359,2024-06-05 14:51:21,2024-07-1815:45:20,,0
23257,1085,13778,2024-12-21 10:55:55,2024-12-2117:42:11,,0
82664,1029,46012,2023-03-21 17:18:20,2023-05-2110:41:49,2023-04-1817:11:34,1
70620,886,40250,2021-01-10 11:42:09,2021-03-0618:13:24,,0
35615,73,22454,2021-06-03 20:25:44,2021-06-0620:49:26,2021-12-2612:26:43,0
49564,1119,28545,2023-04-02 20:55:30,2023-05-0510:02:34,,0
99177,1339,55878,2023-03-30 10:49:27,2023-05-2510:41:20,2023-06-1816:33:05,1
101313,971,57389,2022-03-30 11:57:23,2022-06-2915:56:04,2022-06-1313:51:13,2
100448,1290,56791,2020-11-24 16:32:38,2021-03-2408:24:52,2021-01-1720:40:59,2
99183,107,55882,2021-07-28 11:21:53,2021-08-0615:41:34,,0
49055,610,28903,2023-08-23 16:53:26,2023-09-1819:25:16,,0
70563,1015,40233,2023-03-15 09:31:49,2023-03-2117:51:52,2024-05-0223:40:04,1
27645,1244,16805,2024-09-22 21:45:28,2024-09-2616:50:48,,0
15970,1331,9310,2021-05-29 08:30:06,2021-06-1617:20:27,,0
17375,1299,10136,2022-05-16 11:46:04,2022-05-1810:35:44,,0
65069,30,36622,2021-07-27 13:54:19,2021-10-1120:27:46,2022-05-1300:55:29,1
88397,1375,49702,2023-09-13 16:10:42,2023-11-0920:00:47,2023-11-0611:57:12,2
93239,854,52330,2021-04-14 14:56:37,2021-05-1517:10:23,,0
8047,943,4278,2022-12-08 11:59:22,2022-12-2015:35:34,,0
28907,2,17624,2021-12-25 17:06:01,2022-02-1913:32:40,2022-02-1717:29:35,1
46165,675,27194,2024-05-10 21:06:24,2024-06-1515:30:50,,0
33018,502,20718,2022-02-19 21:36:39,2022-05-1515:23:56,2022-03-2110:44:13,1
53762,215,31025,2021-07-05 15:44:10,2021-10-0414:03:49,,0
16517,141,9654,2021-12-13 11:19:07,2021-12-3108:37:19,2024-12-1712:46:05,0
84670,222,47446,2023-03-26 16:25:29,2023-03-2721:30:14,,0
75106,378,42493,2021-07-22 12:03:07,2021-08-1818:30:01,,0
71764,1416,41045,2023-09-03 21:55:40,2023-09-0421:47:44,,0
42718,975,24567,2023-05-05 20:24:00,2023-05-1709:54:36,,0
24099,387,14302,2022-03-17 13:09:43,2022-05-1607:57:14,2022-04-1513:43:26,1
12919,261,7349,2022-11-10 18:52:05,2023-03-1516:02:25,2023-05-2919:58:56,0
55513,943,30649,2021-04-21 21:37:11,2021-04-2717:22:36,,0
11006,311,6276,2021-07-17 21:35:08,2021-07-2318:44:17,,0
66559,1358,37574,2022-08-14 19:29:40,2022-12-0512:19:20,2022-09-1211:21:02,1
28667,799,17448,2020-10-06 21:27:59,2020-10-1021:30:05,,0
34150,560,21443,2024-03-14 16:30:24,2024-06-1420:51:52,2024-05-1112:49:38,2
49940,1243,29466,2024-10-28 18:11:19,2024-11-2916:05:55,2024-11-2011:21:42,1
83136,890,46347,2021-08-17 14:16:15,2021-09-0909:15:18,,0
35574,365,22423,2024-05-31 17:54:54,2024-05-3117:57:20,,0
20473,937,11757,2020-12-02 21:52:42,2021-01-1110:38:10,,0
95797,383,53808,2021-07-12 15:00:28,2021-07-1221:53:33,,0
90954,99,51146,2021-03-02 12:35:44,2021-05-2811:33:15,2021-04-2117:03:09,2
10321,776,5995,2020-07-08 10:27:24,2020-07-0816:29:10,,0
35098,311,22056,2023-04-15 12:53:48,2023-04-2408:58:05,,0
60267,960,33374,2022-03-16 17:53:45,2022-03-3113:37:11,,0
92295,1304,51622,2024-10-23 15:15:23,2024-12-2508:46:55,2024-12-2009:55:59,2
89525,912,50288,2021-07-18 17:01:05,2021-10-2121:34:38,,0
10247,41,5944,2021-04-03 14:03:45,2021-06-2814:34:55,2021-05-2416:18:06,2
44908,1346,26910,2022-03-14 18:55:31,2022-07-0511:37:35,2022-05-1316:46:52,2
62686,1269,34697,2021-08-09 21:39:23,2021-11-0115:28:17,2021-10-1320:44:43,1
65718,1223,37081,2024-01-10 21:52:00,2024-03-2619:44:07,2024-02-1912:16:48,1
89584,1059,50325,2023-12-01 17:03:40,2023-12-0216:57:26,,0
26849,281,16274,2022-11-23 17:29:47,2022-11-2513:09:33,2023-05-2511:02:24,0
67768,521,38293,2022-10-23 20:20:19,2022-10-2518:15:32,,0
24606,918,14579,2020-10-28 21:52:19,2020-12-0408:59:28,,0
23479,300,13906,2023-12-06 20:37:12,2024-01-0509:35:02,,0
98480,1342,55435,2022-01-06 15:52:17,2022-02-2010:40:30,,0
83850,709,46895,2024-06-02 15:25:19,2024-07-2313:37:36,,0
78866,1126,44095,2024-11-07 12:18:24,2024-12-0816:16:50,,0
83012,689,46268,2023-11-02 21:12:29,2023-12-0309:00:57,2023-11-2220:32:52,1
85119,161,47735,2020-12-06 18:00:55,2020-12-2120:28:55,,0
101636,1158,57619,2024-04-26 10:27:41,2024-05-2616:39:23,,0
47701,121,28742,2021-12-03 11:13:32,2021-12-2521:53:52,,0
64156,352,35921,2023-03-23 15:47:57,2023-04-2019:06:22,,0
92774,1343,52046,2024-06-21 15:59:02,2024-08-3014:10:37,,0
64558,443,36230,2024-04-16 19:38:55,2024-05-2215:16:12,2024-05-1414:06:41,1
884,1408,530,2023-11-22 12:33:10,2024-01-0912:39:43,2023-12-2014:53:40,1
67844,1320,38341,2021-01-15 18:14:40,2021-03-1509:38:08,,0
41259,504,24752,2023-10-05 17:01:25,2023-10-0517:01:44,,0
83089,922,46318,2022-03-02 17:40:50,2022-03-2210:05:49,,0
92236,1265,51773,2021-06-16 17:10:09,2021-11-1612:02:32,2021-10-1009:25:38,2
52263,399,30323,2022-09-19 09:51:39,2023-02-2016:54:36,2022-11-1109:56:11,2
95544,665,53615,2023-03-12 21:51:04,2023-03-1512:45:29,,0
60820,365,33805,2024-04-15 21:17:18,2024-04-1521:53:20,,0
62242,1269,34576,2020-07-03 16:48:09,2020-09-1118:29:06,,0
31687,895,19703,2020-09-15 14:57:50,2020-12-1112:40:13,2020-11-1314:20:11,2
10539,604,6044,2024-01-11 11:29:05,2024-01-1116:25:14,,0
333,86,148,2022-02-25 19:43:41,2022-05-2021:44:36,2022-03-2715:42:34,1
96093,1044,53956,2024-03-11 12:44:29,2024-05-2416:29:36,,0
3140,284,1852,2022-05-23 20:40:31,2022-09-1217:55:44,2024-06-0709:52:16,0
37570,616,23650,2022-09-26 15:15:37,2022-09-2721:37:00,,0
50225,877,28425,2021-04-18 18:28:59,2021-06-0218:38:02,,0
17823,1331,10335,2023-02-21 20:24:34,2023-02-2121:50:48,,0
75879,82,42750,2022-04-06 18:54:45,2022-06-1509:01:09,2022-05-0408:28:40,1
13074,919,7437,2020-11-09 13:58:29,2021-03-1516:49:22,2020-12-3000:10:26,2
26989,1367,16380,2024-08-30 14:13:31,2024-10-1412:59:40,2024-09-2912:37:24,1
9768,363,5642,2023-10-31 09:50:35,2024-02-2719:14:16,2023-12-2809:24:09,2
23340,426,13833,2021-06-08 12:02:08,2021-06-1218:08:56,,0
43055,1112,26148,2022-12-13 12:13:50,2022-12-1719:30:13,,0
66684,1038,37666,2023-05-11 18:37:08,2023-05-3009:54:55,,0
25364,214,15158,2022-06-20 21:08:52,2022-06-2513:36:11,,0
67634,821,38209,2021-12-05 14:54:34,2021-12-0821:54:45,,0
16633,654,9617,2023-08-21 18:13:19,2023-09-1417:22:55,,0
90633,33,50886,2020-07-22 15:58:30,2020-10-1814:41:31,2020-09-1222:21:28,2
19779,1331,11618,2022-06-05 16:16:52,2022-06-2516:37:00,,0
53049,968,30599,2023-06-29 17:15:14,2023-08-2421:02:34,,0
89301,656,50153,2023-03-27 17:45:03,2023-05-1509:44:40,2023-04-2622:03:21,1
57552,10,32402,2022-03-29 16:59:49,2022-06-1114:15:33,2022-05-0807:45:26,1
12462,137,7001,2022-01-09 19:27:06,2022-03-0312:53:13,,0
92616,352,51970,2022-05-07 19:05:25,2022-05-3119:09:52,,0
44967,365,26982,2024-04-12 09:57:34,2024-04-1210:46:04,,0
67740,372,38283,2022-11-06 14:54:43,2022-12-0918:06:50,2023-03-2308:41:28,2
2989,1327,1759,2023-05-12 14:03:04,2023-06-2016:18:32,,0
85722,111,48147,2020-09-03 21:01:01,2020-09-1112:02:58,,0
75580,313,42692,2020-12-14 10:01:28,2021-01-1515:00:33,,0
72844,290,41671,2021-11-28 21:53:00,2021-12-0921:19:46,,0
83035,842,46223,2021-06-12 19:26:45,2021-06-2811:34:19,,0
1930,360,1126,2022-04-30 12:15:30,2022-05-0814:47:09,,0
105,402,16,2022-04-24 20:39:58,2022-07-2813:17:38,2022-06-1817:49:44,2
66940,846,37839,2022-02-17 16:18:40,2022-03-1716:09:25,,0
48896,536,29196,2024-07-25 14:09:19,2024-07-3116:55:11,,0
88764,912,49888,2021-04-18 17:34:50,2021-07-1817:00:06,2021-06-1419:54:04,2
33614,489,21084,2022-12-11 13:40:57,2023-03-1808:25:13,2023-02-2519:32:08,1
19641,1299,11539,2022-02-23 10:41:31,2022-04-0717:37:48,2022-03-2310:24:14,1
35545,365,22395,2021-04-24 11:43:08,2021-05-2116:48:03,2021-05-1706:29:23,1
93302,1273,52319,2024-12-12 20:26:50,,,0
89403,1068,50237,2023-08-29 18:40:24,2023-08-2921:35:28,,0
67671,372,38239,2021-01-06 17:24:38,2021-01-2310:43:17,,0
1410,799,830,2020-10-28 21:06:41,2021-03-1119:06:47,2020-12-1720:44:39,2
101425,261,57480,2021-10-26 16:08:32,2022-04-1018:10:27,2021-11-2009:15:39,1
16244,937,9490,2023-04-24 11:09:20,2023-05-2909:47:35,2023-05-2115:08:48,1
12768,844,7237,2020-10-20 16:59:07,2021-01-1614:24:12,2020-12-1302:14:40,2
68243,472,38651,2022-01-07 12:20:58,2022-02-1419:04:19,,0
63119,885,35218,2021-06-05 18:21:57,2021-07-0621:53:07,,0
65078,412,36632,2021-05-16 21:55:35,2021-05-2719:51:18,,0
2531,1231,1377,2024-03-15 19:25:43,2024-04-2620:54:20,2024-04-0414:28:22,1
6130,451,3425,2024-11-20 15:42:46,,2024-12-1319:04:41,1
101771,1315,57737,2023-04-24 10:31:20,2024-10-2209:25:38,2023-05-2021:08:32,1
49687,1261,29412,2024-10-28 16:05:32,2024-11-0410:51:20,,0
22241,380,13217,2021-06-17 15:26:48,2021-07-3018:51:11,2021-07-1618:15:29,1
56850,1295,31606,2021-01-11 15:02:05,2021-03-0912:44:52,,0
3788,943,2027,2021-11-27 09:13:30,2022-02-2718:47:24,2021-12-2117:21:04,1
523,939,275,2022-06-09 16:57:31,2022-09-0115:33:09,,0
69849,675,39765,2024-10-21 11:59:50,2024-12-1912:20:20,2024-11-1922:31:26,1
45780,426,27598,2021-03-20 17:55:16,2021-03-3011:13:49,,0
41550,363,25140,2022-04-03 18:15:32,2022-05-2418:31:09,2022-04-3016:22:21,1
4661,944,2342,2020-09-29 11:44:06,2020-11-1818:09:17,2020-10-2413:04:06,1
63442,943,35452,2020-09-17 11:19:19,2020-09-2008:06:19,,0
11807,365,6639,2024-04-09 09:21:04,2024-04-0912:20:34,,0
45461,102,27239,2022-05-21 13:19:14,2022-05-2522:01:16,,0
39206,90,24357,2021-04-14 16:53:47,2021-04-1615:53:24,,0
21793,1331,12892,2024-10-15 14:02:03,2024-10-1517:40:19,,0
33094,447,20764,2023-02-25 17:59:08,2023-04-1719:29:09,2023-03-2616:53:21,1
57236,86,32201,2022-03-12 20:39:15,2022-05-1214:39:31,2022-04-0915:08:51,1
914,451,551,2023-04-27 18:41:37,2023-05-2008:49:12,,0
78239,416,43812,2022-12-04 11:17:06,2023-03-2514:08:02,2023-03-2417:13:10,2
36355,960,22961,2021-10-27 15:43:23,2021-12-2712:51:19,2021-12-2123:28:31,2
4920,273,2690,2021-05-28 16:50:39,2021-06-2016:11:51,2023-02-1517:33:23,0
73689,669,41986,2023-04-16 20:51:55,2023-05-1320:36:02,,0
42231,616,24672,2023-06-19 14:46:56,2023-08-2513:13:13,,0
49246,891,29292,2022-12-05 19:05:45,2022-12-1318:20:56,,0
15118,1331,8714,2022-11-18 10:05:00,2022-11-1820:21:58,,0
89703,760,50408,2021-03-15 21:53:46,2021-04-1916:18:37,2021-04-1208:41:27,1
14970,82,8609,2021-06-20 10:29:28,2021-10-1408:21:28,2021-10-1108:42:29,2
60884,957,33858,2021-01-18 14:53:04,2021-04-0618:44:09,2021-03-1211:25:19,1
8088,953,4148,2020-11-26 20:05:17,2021-01-1813:34:17,,0
23471,300,13900,2022-04-04 16:17:32,2022-05-1613:37:33,,0
